,Trajectory,Disease list,Drug Indications
87,245,"{'I72', 'D13', 'I15'}","{'Nimodipine': 1, 'Peginterferon alfa-2a': 1, 'Pancrelipase': 1, 'Cyclosporine': 1, 'Ademetionine': 1, 'L-Cysteine': 1, 'L-Threonine': 1, 'Enflurane': 1, 'Diethylstilbestrol': 1, 'Floxuridine': 1, 'Triamterene': 1, 'Streptozocin': 1, 'Gemcitabine': 1, 'Albendazole': 1, 'Gadoversetamide': 1, 'Fluorouracil': 2, 'Gadoteridol': 1, 'Furosemide': 1, 'Gadobenic acid': 1, 'Irinotecan': 1, 'Clidinium': 1, 'Propantheline': 1, 'Prednisolone': 1, 'Tacrolimus': 2, 'Etacrynic acid': 1, 'Tinidazole': 1, 'Felbamate': 1, 'Orlistat': 1, 'Gemfibrozil': 1, 'Bismuth Subsalicylate': 1, 'Cefazolin': 1, 'Magnesium oxide': 1, 'Antipyrine': 1, 'Attapulgite': 1, 'Kaolin': 1, 'Alverine': 1, 'Terlipressin': 1, 'Cholic Acid': 1, 'Acetylcholine': 1, 'Oteracil': 1, 'Vapreotide': 1, 'Defibrotide': 1, 'Hepatitis B Immune Globulin': 1, 'Obeticholic acid': 1, 'Icatibant': 1, 'Ammonium chloride': 1, 'Mangafodipir': 2, 'Gadoxetic acid': 1, 'Sofosbuvir': 1, 'Ledipasvir': 1, 'Ibrutinib': 1, 'Magnesium hydroxide': 1, 'Colfosceril palmitate': 1, 'Iothalamic acid': 2, 'Sodium Chloride': 1, 'Sodium Citrate': 1, 'Methylene blue': 1, 'Gimeracil': 1, 'Bismuth Subcitrate': 2, 'Kappadione': 1, 'Iopodic acid': 2, 'Indocyanine green acid form': 1, 'Technetium Tc-99m sulfur colloid': 1, 'Urea C-13': 1, 'Simethicone': 1, 'Urea C-14': 1, 'Hepatitis A Vaccine': 1, 'Sulfur hexafluoride': 1, 'Pectin': 1, 'Magnesium Aluminum Silicate': 1, 'Gelatin': 1, 'Asunaprevir': 1, 'Hepatitis B Vaccine (Recombinant)': 1, 'Ertugliflozin': 1, 'Avatrombopag': 1, 'Almasilate': 1, 'Magnesium gluconate': 1, 'Glycyrrhizic acid': 1, 'Human cytomegalovirus immune globulin': 2, 'Remestemcel-L': 1, 'Dimethicone 410': 1, 'Enalapril': 1, 'Captopril': 1}"
88,262,"{'K80', 'D13', 'K81'}","{'Isopropamide': 2, 'Peginterferon alfa-2a': 1, 'Pancrelipase': 1, 'Cyclosporine': 1, 'Ademetionine': 1, 'L-Cysteine': 1, 'L-Threonine': 1, 'Enflurane': 1, 'Diethylstilbestrol': 1, 'Floxuridine': 1, 'Triamterene': 1, 'Streptozocin': 1, 'Gemcitabine': 1, 'Albendazole': 1, 'Gadoversetamide': 1, 'Fluorouracil': 2, 'Gadoteridol': 1, 'Furosemide': 1, 'Gadobenic acid': 1, 'Irinotecan': 1, 'Clidinium': 1, 'Propantheline': 1, 'Prednisolone': 1, 'Tacrolimus': 2, 'Etacrynic acid': 1, 'Tinidazole': 1, 'Felbamate': 1, 'Orlistat': 1, 'Gemfibrozil': 1, 'Bismuth Subsalicylate': 1, 'Cefazolin': 1, 'Magnesium oxide': 1, 'Antipyrine': 1, 'Attapulgite': 1, 'Kaolin': 1, 'Alverine': 1, 'Terlipressin': 1, 'Cholic Acid': 1, 'Acetylcholine': 1, 'Oteracil': 1, 'Vapreotide': 1, 'Defibrotide': 1, 'Hepatitis B Immune Globulin': 1, 'Obeticholic acid': 1, 'Icatibant': 1, 'Ammonium chloride': 1, 'Mangafodipir': 2, 'Gadoxetic acid': 1, 'Sofosbuvir': 1, 'Ledipasvir': 1, 'Ibrutinib': 1, 'Magnesium hydroxide': 1, 'Colfosceril palmitate': 1, 'Iothalamic acid': 2, 'Sodium Chloride': 1, 'Sodium Citrate': 1, 'Methylene blue': 1, 'Gimeracil': 1, 'Bismuth Subcitrate': 2, 'Kappadione': 1, 'Iopodic acid': 2, 'Indocyanine green acid form': 1, 'Technetium Tc-99m sulfur colloid': 1, 'Urea C-13': 1, 'Simethicone': 1, 'Urea C-14': 1, 'Hepatitis A Vaccine': 1, 'Sulfur hexafluoride': 1, 'Pectin': 1, 'Magnesium Aluminum Silicate': 1, 'Gelatin': 1, 'Asunaprevir': 1, 'Hepatitis B Vaccine (Recombinant)': 1, 'Ertugliflozin': 1, 'Avatrombopag': 1, 'Almasilate': 1, 'Magnesium gluconate': 1, 'Glycyrrhizic acid': 1, 'Human cytomegalovirus immune globulin': 2, 'Remestemcel-L': 1, 'Dimethicone 410': 1, 'Technetium Tc-99m disofenin': 3, 'Anethole trithione': 2}"
89,269,"{'K65', 'A41', 'B35'}","{'Anidulafungin': 2, 'Ceftazidime': 2, 'Meropenem': 2, 'Netilmicin': 1, 'Latamoxef': 1, 'Griseofulvin': 3, 'Naftifine': 3, 'Terbinafine': 2, 'Butenafine': 3, 'Miconazole': 3, 'Econazole': 3, 'Sertaconazole': 1, 'Bifonazole': 1, 'Sulconazole': 3, 'Luliconazole': 1}"
90,273,"{'E03', 'E10'}","{'Liothyronine': 1, 'Levothyroxine': 1, 'Conivaptan': 1, 'Mecasermin': 1, 'Liotrix': 1, 'Thyroglobulin': 1, 'Thyroid, porcine': 1, 'Miglitol': 2, 'Glipizide': 2, 'Tolbutamide': 2}"
91,275,"{'N04', 'M10', 'N05', 'F50'}","{'Cetuximab': 2, 'Peginterferon alfa-2a': 2, 'Erythropoietin': 2, 'Salmon Calcitonin': 2, 'Pegfilgrastim': 2, 'Peginterferon alfa-2b': 2, 'Asparaginase Escherichia coli': 2, 'Oprelvekin': 2, 'Palifermin': 2, 'Rasburicase': 2, 'Gemtuzumab ozogamicin': 2, 'Infliximab': 2, 'Hyaluronidase': 2, 'Pancrelipase': 2, 'Efalizumab': 2, 'Filgrastim': 2, 'Octreotide': 2, 'Esmolol': 2, 'Ethchlorvynol': 2, 'Hydroxocobalamin': 2, 'Ticlopidine': 2, 'Torasemide': 2, 'Nelfinavir': 2, 'Methyclothiazide': 2, 'Nevirapine': 2, 'Cabergoline': 2, 'Lymecycline': 2, 'Cycloserine': 2, 'Sulfisoxazole': 2, 'Theophylline': 2, 'Travoprost': 2, 'Atomoxetine': 2, 'Chlorambucil': 2, 'Tenofovir disoproxil': 2, 'Bexarotene': 2, 'Chlorthalidone': 2, 'Capreomycin': 2, 'Gefitinib': 2, 'Amitriptyline': 2, 'Floxuridine': 2, 'Tolcapone': 2, 'Omeprazole': 2, 'Pyrazinamide': 2, 'Trimethadione': 2, 'Megestrol acetate': 2, 'Buclizine': 2, 'Vinorelbine': 2, 'Anidulafungin': 2, 'Doxylamine': 2, 'Levonorgestrel': 2, 'Palonosetron': 2, 'Triamterene': 2, 'Griseofulvin': 2, 'Nisoldipine': 2, 'Ampicillin': 2, 'Methylphenidate': 2, 'Methocarbamol': 2, 'Triprolidine': 2, 'Carboprost Tromethamine': 2, 'Lindane': 2, 'Allopurinol': 4, 'Cerivastatin': 2, 'Trimethoprim': 2, 'Dronabinol': 2, 'Nabilone': 2, 'Zidovudine': 2, 'Haloperidol': 2, 'Ritonavir': 2, 'Caspofungin': 2, 'Metolazone': 2, 'Tolnaftate': 2, 'Erlotinib': 2, 'Cyclophosphamide': 2, 'Lamotrigine': 2, 'Methotrexate': 2, 'Cinnarizine': 2, 'Amiloride': 2, 'Labetalol': 2, 'Thiopental': 2, 'Cyclothiazide': 2, 'Ethionamide': 2, 'Paramethadione': 2, 'Demeclocycline': 2, 'Bacitracin': 2, 'Prednisone': 4, 'Pemetrexed': 2, 'Dyclonine': 2, 'Flumethasone': 2, 'Aprepitant': 2, 'Isoflurophate': 2, 'Phentolamine': 2, 'Furosemide': 4, 'Amprenavir': 2, 'Gadobenic acid': 2, 'Tretinoin': 2, 'Hexachlorophene': 2, 'Dolasetron': 2, 'Etoposide': 2, 'Hydroflumethiazide': 2, 'Oxcarbazepine': 2, 'Phenelzine': 2, 'Indapamide': 2, 'Ribavirin': 2, 'Dacarbazine': 2, 'Pseudoephedrine': 2, 'Chlorphenesin': 2, 'Eprosartan': 2, 'Emtricitabine': 2, 'Chlorothiazide': 2, 'Bumetanide': 2, 'Didanosine': 2, 'Ondansetron': 2, 'Bimatoprost': 2, 'Dinoprostone': 2, 'Misoprostol': 2, 'Zalcitabine': 2, 'Hydrocodone': 2, 'Carboplatin': 2, 'Telmisartan': 2, 'Dactinomycin': 2, 'Neomycin': 2, 'Doxorubicin': 2, 'Salbutamol': 2, 'Guanfacine': 2, 'Ethinamate': 2, 'Selegiline': 2, 'Hydroxystilbamidine Isethionate': 2, 'Melphalan': 2, 'Abacavir': 2, 'Novobiocin': 2, 'Melatonin': 2, 'Atazanavir': 2, 'Vigabatrin': 2, 'Streptomycin': 2, 'Hesperetin': 2, 'Rosuvastatin': 2, 'Capecitabine': 2, 'Amiodarone': 2, 'Proguanil': 2, 'Micafungin': 2, 'Procarbazine': 2, 'Cyclizine': 2, 'Ifosfamide': 2, 'Clindamycin': 2, 'Flecainide': 4, 'Captopril': 2, 'Bromocriptine': 2, 'Lomustine': 2, 'Clarithromycin': 2, 'Ketamine': 2, 'Budesonide': 2, 'Bromodiphenhydramine': 2, 'Isocarboxazid': 2, 'Docetaxel': 2, 'Posaconazole': 2, 'Darunavir': 2, 'Panitumumab': 2, 'Mecasermin': 2, 'Nelarabine': 2, 'Abatacept': 2, 'Bismuth Subsalicylate': 2, 'Fosamprenavir': 2, 'Potassium': 2, 'Hexobarbital': 2, 'Penbutolol': 2, 'Iohexol': 2, 'Rasagiline': 2, 'Oxybenzone': 2, 'Antipyrine': 2, 'Phenazopyridine': 2, 'Fencamfamine': 2, 'Flunitrazepam': 2, 'Liotrix': 2, 'Lopinavir': 2, 'Meticillin': 2, 'Phenindamine': 2, 'Acetylcholine': 2, 'Propanoic acid': 2, 'Thiotepa': 2, 'Suramin': 2, 'Tetrabenazine': 2, 'Ixabepilone': 2, 'Defibrotide': 2, 'Tamibarotene': 2, 'Trabectedin': 4, 'Methsuximide': 2, 'Natural alpha interferon': 2, 'Iodine': 2, 'Tetrachlorodecaoxide': 2, 'Mipomersen': 2, 'Ramucirumab': 2, 'Sodium stibogluconate': 2, 'Ustekinumab': 2, 'Thrombomodulin Alfa': 2, 'Inotuzumab ozogamicin': 2, 'Obeticholic acid': 2, 'Olaratumab': 2, 'Lasofoxifene': 2, 'Hyaluronidase (Human Recombinant)': 2, 'Asenapine': 2, 'Droxidopa': 2, 'Temsirolimus': 2, 'Saxagliptin': 2, 'Pertuzumab': 2, 'Oxymetholone': 2, 'Etravirine': 2, 'Pazopanib': 2, 'Safinamide': 2, 'Sipuleucel-T': 2, 'Dexmethylphenidate': 2, 'Potassium Iodide': 2, 'Fosaprepitant': 2, 'Beta carotene': 2, 'Fomivirsen': 2, 'Dalteparin': 2, 'Hexocyclium': 2, 'Nonoxynol-9': 2, 'Raltegravir': 2, 'Unoprostone': 2, 'Diloxanide': 2, 'Azidocillin': 2, 'Chloropyramine': 2, 'Dimetindene': 2, 'Triflusal': 2, 'Hyaluronic acid': 2, 'Ivacaftor': 2, 'Acetylcarnitine': 2, 'Rilpivirine': 2, 'Brentuximab vedotin': 2, 'Eribulin': 2, 'Asparaginase Erwinia chrysanthemi': 2, 'Tofacitinib': 2, 'Regorafenib': 2, 'Afatinib': 2, 'Dolutegravir': 2, 'Riociguat': 2, 'Sofosbuvir': 2, 'Secukinumab': 2, 'Nivolumab': 2, 'Pembrolizumab': 2, 'Netupitant': 2, 'Idelalisib': 2, 'Cannabidiol': 2, 'Cobicistat': 2, 'Olaparib': 2, 'Dinutuximab': 2, 'Benzoyl peroxide': 2, 'Somatostatin': 2, 'Elvitegravir': 2, 'Ancestim': 2, 'Hydroxyethyl Starch': 2, 'Aurothioglucose': 2, 'Oxygen': 2, 'Florbetaben (18F)': 2, 'Florbetapir (18F)': 2, 'Flutemetamol (18F)': 2, 'Carbon dioxide': 2, 'Lorpiprazole': 2, 'Moxisylyte': 2, 'Piracetam': 2, 'Dexibuprofen': 2, 'Zotepine': 2, 'Lacidipine': 2, 'Moxonidine': 2, 'Tegafur': 2, 'Strontium ranelate': 2, 'Ubidecarenone': 2, 'Rolapitant': 2, 'Sacubitril': 2, 'Zinc oxide': 2, 'Benzathine benzylpenicillin': 2, 'Kappadione': 2, 'Tipiracil': 2, 'Pramocaine': 2, 'Estrogens, esterified': 2, 'Sodium acetate': 2, 'Fluoride ion F-18': 2, 'Magnesium acetate tetrahydrate': 2, 'Monopotassium phosphate': 2, 'Xylose': 2, 'Indium In-111 chloride': 2, 'Fludeoxyglucose F-18': 2, 'Talc': 2, 'Sodium glycerophosphate': 2, 'Omega-3-carboxylic acids': 2, 'Dermatophagoides farinae': 2, 'Dermatophagoides pteronyssinus': 2, 'Bovine type I collagen': 2, 'Hepatitis A Vaccine': 2, 'Cetylpyridinium': 2, 'Resorcinol': 2, 'N-acetyltyrosine': 2, 'Cresol': 2, 'Bicisate': 2, 'Ferric sulfate': 2, 'Peppermint oil': 2, 'Methyl cellulose': 2, 'Thonzylamine': 2, 'Hexylresorcinol': 2, 'Levomefolic acid': 2, 'Polysilicone-15': 2, 'Ixekizumab': 2, 'Asunaprevir': 2, 'Domiphen': 2, 'Atezolizumab': 2, 'Levoleucovorin': 2, 'Normethadone': 2, 'Velpatasvir': 2, 'Hepatitis B Vaccine (Recombinant)': 2, 'Temoporfin': 2, 'Delamanid': 2, 'Vinflunine': 2, 'Durvalumab': 2, 'Galactose': 2, 'Icotinib': 2, 'Sarilumab': 2, 'Niraparib': 2, 'Baricitinib': 2, 'Ertugliflozin': 2, 'Guselkumab': 2, 'Angiotensin II': 2, 'Abemaciclib': 2, 'Stem bromelain': 2, 'Cantharidin': 2, 'Rucaparib': 2, 'Nicoboxil': 2, 'Lenograstim': 2, 'Protein S human': 2, 'Coagulation factor VII human': 2, 'Lipegfilgrastim': 2, 'Perboric acid': 2, 'Bufexamac': 2, 'Mifamurtide': 2, 'Bioallethrin': 2, 'Magnesium gluconate': 2, 'Glycyrrhizic acid': 2, 'Calcium levulinate': 2, 'Human cytomegalovirus immune globulin': 2, 'Talimogene laherparepvec': 2, 'Axicabtagene ciloleucel': 2, 'Testosterone undecanoate': 2, 'Medium-chain triglycerides': 2, 'Fish oil': 2, 'Remestemcel-L': 2, 'Besilesomab': 2, 'alpha-Tocopherol succinate': 2, 'alpha-Tocopherol acetate': 2, 'Nabiximols': 2, 'Fosnetupitant': 2, 'Human vaccinia virus immune globulin': 2, 'Indomethacin': 2, 'Sulindac': 2, 'Naproxen': 2, 'Prednisolone': 2, 'Probenecid': 2, 'Ibuprofen': 2, 'Sulfinpyrazone': 2, 'Colchicine': 2, 'Etoricoxib': 2, 'Topiroxostat': 2, 'Febuxostat': 2, 'Rilonacept': 2, 'Pegloticase': 2, 'Lesinurad': 2, 'Fluvoxamine': 1, 'Imipramine': 1, 'Fluoxetine': 1, 'Paroxetine': 2, 'Prasterone': 1, 'Ipecac': 2}"
92,278,"{'I46', 'K26', 'F19', 'F10'}","{'Sodium bicarbonate': 2, 'Omeprazole': 2, 'Sucralfate': 2, 'Nizatidine': 2, 'Pirenzepine': 2, 'Homatropine Methylbromide': 2, 'Metronidazole': 2, 'Clarithromycin': 2, 'Roxatidine acetate': 2, 'Almasilate': 2, 'Ziprasidone': 2, 'Olanzapine': 2, 'Loxapine': 2, 'Prochlorperazine': 2, 'Fluphenazine': 2, 'Perphenazine': 2, 'Quetiapine': 2, 'Aripiprazole': 2, 'Chlorprothixene': 2, 'Molindone': 2, 'Aripiprazole lauroxil': 2}"
93,279,"{'F40', 'F32', 'F51', 'F11', 'L28'}","{'Venlafaxine': 1, 'Alprazolam': 1, 'Imipramine': 3, 'Fluoxetine': 1, 'Paroxetine': 1, 'Sertraline': 1, 'Tranylcypromine': 2, 'Agomelatine': 2, 'Amitriptyline': 1, 'Melatonin': 1, 'Aceprometazine': 1, 'Pimavanserin': 1, 'Armodafinil': 1, 'Ziprasidone': 1, 'Olanzapine': 1, 'Loxapine': 1, 'Prochlorperazine': 1, 'Fluphenazine': 1, 'Perphenazine': 1, 'Quetiapine': 1, 'Aripiprazole': 1, 'Chlorprothixene': 1, 'Molindone': 1, 'Aripiprazole lauroxil': 1, 'Doxepin': 1}"
94,283,"{'G20', 'G21'}","{'NADH': 2, 'Carbidopa': 2, 'Ropinirole': 2, 'Tolcapone': 2, 'Trihexyphenidyl': 2, 'Procyclidine': 2, 'Ethopropazine': 2, 'Pramipexole': 2, 'Hyoscyamine': 2, 'Entacapone': 2, 'Lisuride': 2, 'Apomorphine': 2, 'Cycrimine': 2, 'Rivastigmine': 2, 'Selegiline': 2, 'Orphenadrine': 2, 'Pergolide': 2, 'Levodopa': 3, 'Rotigotine': 2, 'Pimavanserin': 2, 'Droxidopa': 2, 'Benserazide': 2}"
95,284,"{'G41', 'G40'}","{'Lorazepam': 2, 'Adinazolam': 2, 'Propofol': 2, 'Fosphenytoin': 2, 'Clobazam': 2, 'Carbamazepine': 2, 'Ethosuximide': 2, 'Oxcarbazepine': 2, 'Primidone': 2, 'Phensuximide': 2, 'Progabide': 2, 'Methylphenobarbital': 2, 'Zonisamide': 2, 'Felbamate': 2, 'Gabapentin': 2, 'Vigabatrin': 2, 'Phenacemide': 2, 'Levetiracetam': 2, 'Flunarizine': 2, 'Lacosamide': 2, 'Stiripentol': 2}"
96,296,"{'N25', 'N18'}","{'Calcitriol': 3, 'Calcidiol': 3, 'Ergocalciferol': 1, 'Cholecalciferol': 3, 'Dihydrotachysterol': 1, 'L-Carnitine': 1, 'Icodextrin': 1}"
97,303,"{'J33', 'J01'}","{'Budesonide': 2, 'Dexamethasone': 2, 'Ciprofloxacin': 2, 'Telithromycin': 2, 'Clarithromycin': 1}"
98,307,"{'J15', 'J96', 'J43'}","{'Telavancin': 1, 'Nitric Oxide': 1, 'Alpha-1-proteinase inhibitor': 2, 'Theophylline': 2, 'Ipratropium': 2, 'Dyphylline': 2, 'Orciprenaline': 2, 'Terbutaline': 2, 'Aminophylline': 2, 'Arformoterol': 2, 'Oxtriphylline': 2, 'Bambuterol': 2, 'Indacaterol': 2, 'Aclidinium': 2, 'Fluticasone furoate': 2, 'Olodaterol': 2, 'Vilanterol': 2}"
99,309,"{'K21', 'K26'}","{'Bismuth Subcitrate': 2, 'Omeprazole': 2, 'Sucralfate': 2, 'Nizatidine': 2, 'Pirenzepine': 2, 'Homatropine Methylbromide': 2, 'Metronidazole': 2, 'Clarithromycin': 2, 'Roxatidine acetate': 2, 'Almasilate': 2}"
100,311,"{'K56', 'K65'}","{'Ceruletide': 1, 'Ivermectin': 1, 'Trimebutine': 1, 'Dexpanthenol': 1, 'Moxidectin': 1, 'Anidulafungin': 2, 'Ceftazidime': 2, 'Meropenem': 2}"
101,313,"{'K65', 'D13'}","{'Anidulafungin': 2, 'Ceftazidime': 2, 'Meropenem': 2, 'Peginterferon alfa-2a': 1, 'Pancrelipase': 1, 'Cyclosporine': 1, 'Ademetionine': 1, 'L-Cysteine': 1, 'L-Threonine': 1, 'Enflurane': 1, 'Diethylstilbestrol': 1, 'Floxuridine': 1, 'Triamterene': 1, 'Streptozocin': 1, 'Gemcitabine': 1, 'Albendazole': 1, 'Gadoversetamide': 1, 'Fluorouracil': 2, 'Gadoteridol': 1, 'Furosemide': 1, 'Gadobenic acid': 1, 'Irinotecan': 1, 'Clidinium': 1, 'Propantheline': 1, 'Prednisolone': 1, 'Tacrolimus': 2, 'Etacrynic acid': 1, 'Tinidazole': 1, 'Felbamate': 1, 'Orlistat': 1, 'Gemfibrozil': 1, 'Bismuth Subsalicylate': 1, 'Cefazolin': 1, 'Magnesium oxide': 1, 'Antipyrine': 1, 'Attapulgite': 1, 'Kaolin': 1, 'Alverine': 1, 'Terlipressin': 1, 'Cholic Acid': 1, 'Acetylcholine': 1, 'Oteracil': 1, 'Vapreotide': 1, 'Defibrotide': 1, 'Hepatitis B Immune Globulin': 1, 'Obeticholic acid': 1, 'Icatibant': 1, 'Ammonium chloride': 1, 'Mangafodipir': 2, 'Gadoxetic acid': 1, 'Sofosbuvir': 1, 'Ledipasvir': 1, 'Ibrutinib': 1, 'Magnesium hydroxide': 1, 'Colfosceril palmitate': 1, 'Iothalamic acid': 2, 'Sodium Chloride': 1, 'Sodium Citrate': 1, 'Methylene blue': 1, 'Gimeracil': 1, 'Bismuth Subcitrate': 2, 'Kappadione': 1, 'Iopodic acid': 2, 'Indocyanine green acid form': 1, 'Technetium Tc-99m sulfur colloid': 1, 'Urea C-13': 1, 'Simethicone': 1, 'Urea C-14': 1, 'Hepatitis A Vaccine': 1, 'Sulfur hexafluoride': 1, 'Pectin': 1, 'Magnesium Aluminum Silicate': 1, 'Gelatin': 1, 'Asunaprevir': 1, 'Hepatitis B Vaccine (Recombinant)': 1, 'Ertugliflozin': 1, 'Avatrombopag': 1, 'Almasilate': 1, 'Magnesium gluconate': 1, 'Glycyrrhizic acid': 1, 'Human cytomegalovirus immune globulin': 2, 'Remestemcel-L': 1, 'Dimethicone 410': 1}"
102,315,"{'L30', 'E66', 'M87'}","{'Dapsone': 1, 'Pimecrolimus': 1, 'Bentoquatam': 1, 'Prednisone': 1, 'Flumethasone': 1, 'Tacrolimus': 1, 'Sulfapyridine': 1, 'Selenium Sulfide': 1, 'Doxepin': 1, 'Sulfoxone': 1, 'Chloroxine': 1, 'Crisaborole': 1, 'Pyrithione': 1, 'Tranilast': 1, 'Zinc oxide': 1, 'Sulfur': 1, 'Tannic acid': 1, 'Resorcinol': 1, 'Lanolin': 1, 'Peppermint oil': 1, 'Clobetasone': 1, 'Aloe Polysaccharide': 1, 'Amphetamine': 2, 'Phentermine': 2, 'Topiramate': 2, 'Phenylpropanolamine': 2, 'Fenfluramine': 2, 'Mazindol': 2, 'Phenmetrazine': 2, 'Benzphetamine': 2, 'Diethylpropion': 2, 'Orlistat': 2, 'Sibutramine': 2, 'Dexfenfluramine': 2, 'Fenproporex': 2, 'Methamphetamine': 2, 'Phendimetrazine': 2, 'Pantothenic acid': 2, 'Lorcaserin': 2, 'Omega-3-carboxylic acids': 2, 'Pipradrol': 2, 'Ertugliflozin': 2, 'Semaglutide': 2, 'Fluoride ion F-18': 2}"
