Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
16679,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Cisapride,0.018855006,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Cisapride is used for managing symptoms like nausea and vomiting, which are relevant to the conditions like hepatic failure and glomerular disorders. There is indirect clinical support from observational studies and accepted practice.",symptoms like nausea and vomiting,nausea
16680,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Imatinib,0.017077611,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Imatinib is used for treating certain types of glomerular disorders and acute tubulo-interstitial nephritis, which are part of the trajectory; evidence from clinical practice and guidelines.",treating certain types of glomerular disorders and acute tubulo-interstitial nephritis,treating infections related to nephritis
16681,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Fluphenazine,0.000423714,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Fluphenazine is commonly used for agitation/psychosis in presentations with renal disease and hepatic failure; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in presentations with renal disease and hepatic failure,agitation or insomnia in patients with liver or kidney disorders
16682,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Testosterone,0.005420743,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Testosterone is commonly used for hypogonadism and related symptoms; indirect clinical support (observational/accepted practice). Not specific to the full combo.,hypogonadism and related symptoms,hypogonadism
16683,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Prednisone,5.617802738719227e-05,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Prednisone is commonly used for inflammation and immune response modulation, which can be relevant for conditions like hypertensive renal disease, hepatic failure, and glomerular disorders. Indirect clinical support from observational studies and accepted practice.",inflammation and immune response modulation,inflammation and immune response
16684,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Simvastatin,0.039371052,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Simvastatin is commonly used for managing cholesterol levels, which is relevant for conditions like non-insulin-dependent diabetes mellitus and hypertensive heart and renal disease. It is also used for reducing cardiovascular risks, which aligns with the overall trajectory of diseases.",cholesterol levels,cholesterol levels
16685,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Trazodone,4.241379379519111e-06,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Trazodone is commonly used for managing agitation and psychosis in psychiatric presentations, which aligns with the mental health aspects of the trajectory. There is indirect clinical support from observational studies and accepted practice for its use in such cases.",agitation and psychosis in psychiatric presentations,agitation and anxiety
16686,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Verapamil,0.005942111,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Verapamil is commonly used for hypertension and renal disease, which are components of the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension and renal disease,hypertension in renal failure
16687,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Sumatriptan,0.047325208,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Commonly used for migraines, which can be associated with non-insulin-dependent diabetes mellitus and nontraumatic intracranial haemorrhage; indirect clinical support (observational/accepted practice). Not specific to the full combo.",migraines,migraines
16688,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Tamoxifen,0.041428705,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Tamoxifen is commonly used for managing symptoms of non-insulin-dependent diabetes mellitus and has indirect clinical support for use in other conditions due to its anti-estrogenic properties.,symptoms of non-insulin-dependent diabetes mellitus and has indirect clinical support for use in other conditions due to its anti-estrogenic properties,symptoms of non-insulin-dependent diabetes mellitus and has indirect clinical support for use in other conditions due to its anti-estrogenic properties
16689,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Losartan,0.000450379,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Losartan is commonly used for managing hypertension and renal disease, which are components of the trajectory. Evidence supports its use in these conditions (RCTs/observational studies).",hypertension and renal disease,hypertension in renal failure
16690,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Thioridazine,0.011733582,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Thioridazine is used for agitation and psychosis, which can be relevant to bipolar affective disorder and hepatic failure; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation and anxiety
16691,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Mycophenolate mofetil,6.350500335487867e-06,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Mycophenolate mofetil is used for preventing organ rejection in transplant patients, which is relevant to the trajectory's conditions involving organ failure and renal issues.",preventing organ rejection in transplant patients,immunosuppression in organ transplant patients
16692,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Ergotamine,4.557761347257938e-05,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Ergotamine is used for hypertensive renal disease and hypertensive heart and renal disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,hypertensive renal disease and hypertensive heart and renal disease,hypertension in renal failure
16693,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Apomorphine,9.463353471979524e-07,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Apomorphine is used for Parkinson's disease, which is relevant to the trajectory's conditions like non-insulin-dependent diabetes mellitus and hepatic failure; indirect clinical support (observational/accepted practice). Not specific to the full combo.",parkinson's disease,parkinson's
16694,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Paroxetine,0.018855006,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
16695,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Norethisterone,0.000127612,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Norethisterone is used for hormonal management, which can be relevant for conditions like non-insulin-dependent diabetes mellitus and deficiency of B group vitamins. It is also used in cases of hepatic failure and glomerular disorders due to its role in hormonal regulation.",hormonal management,hormonal management
16696,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Procaine,0.035938067,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Procaine is used for local anesthesia and pain management, which can be relevant for conditions like non-insulin-dependent diabetes mellitus and hepatic failure. It is not specific to the full combination but has plausible uses.",local anesthesia and pain management,local anesthesia and pain relief
16697,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Trimipramine,7.068830588965555e-08,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Trimipramine is used for agitation and psychosis, which are relevant to the mental health aspects of the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation and anxiety
16698,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Nateglinide,0.000323339,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Nateglinide is commonly used for managing blood glucose levels in diabetes, which is relevant to the non-insulin-dependent diabetes mellitus component in the trajectory. This aligns with its known clinical use.",blood glucose levels in diabetes,blood sugar levels in diabetes
16699,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Risperidone,4.157700020814649e-06,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Commonly used for agitation/psychosis in bipolar presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in bipolar presentations,agitation in bipolar disorder
16700,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Hydrocortisone,0.003641008,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Hydrocortisone is commonly used for inflammation and immune response modulation, which can be relevant for conditions like bacterial infection, non-insulin-dependent diabetes mellitus, and hepatic failure. It is also used for managing inflammation in renal diseases, which aligns with the trajectory's conditions.",inflammation and immune response modulation,inflammation and immune response
16701,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Etodolac,0.006445459,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Etodolac is commonly used for pain management in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease,pain management in renal conditions
16702,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Clopidogrel,0.006445459,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Clopidogrel is commonly used for preventing platelet aggregation in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.,preventing platelet aggregation in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease,preventing platelet aggregation in acute coronary syndromes
16705,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Propiomazine,0.002044913,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Propiomazine is used for agitation and psychosis, which are relevant to the mental health aspects of the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation and anxiety
16708,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Propofol,0.000232901,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Propofol is commonly used for sedation in medical settings, which can be relevant for conditions involving agitation or restlessness, such as non-insulin-dependent diabetes mellitus or hepatic failure. Indirect clinical support from observational studies and accepted practice.",sedation in medical settings,sedation in medical settings
16709,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Pseudoephedrine,0.015018481,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Pseudoephedrine is commonly used for nasal congestion, which can be relevant for non-insulin-dependent diabetes mellitus and hepatic failure due to fluid retention; indirect clinical support (observational/accepted practice). Not specific to the full combo.",nasal congestion,nasal congestion
16710,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Diflunisal,0.017716703,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Diflunisal is used for inflammatory conditions like glomerular disorders and renal diseases; evidence from observational studies and accepted practice.,inflammatory conditions like glomerular disorders and renal diseases,inflammation in renal disease
16712,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Flupentixol,0.001721636,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Flupentixol is used for agitation and psychosis, which are relevant to the mental health aspects of the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation and psychosis,agitation and anxiety
16715,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Zonisamide,4.456079068734179e-05,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Zonisamide is used for bipolar affective disorder and glomerular disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.,bipolar affective disorder and glomerular disorders,bipolar affective disorder and glomerular disorders
16716,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Repaglinide,0.017716703,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Repaglinide is used for managing blood glucose levels, which is relevant for non-insulin-dependent diabetes mellitus; indirect support from clinical practice.",blood glucose levels,blood sugar levels
16718,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Maprotiline,0.003641008,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Maprotiline is used for agitation and psychosis in psychiatric presentations; indirect support from observational studies and accepted practice.,agitation and psychosis in psychiatric presentations,agitation and anxiety
16720,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Felbamate,0.02612608,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Felbamate is used for agitation and psychosis in bipolar disorder; indirect support for use in hepatic failure and renal disorders (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in bipolar disorder,agitation in bipolar disorder
16721,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Telmisartan,0.000888977,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Telmisartan is commonly used for managing hypertension, which is relevant to hypertensive renal disease and hypertensive heart and renal disease; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
16722,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Dopamine,5.230187767925722e-11,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Dopamine is commonly used for managing symptoms in acute tubulo-interstitial nephritis and hepatic failure; indirect clinical support (observational/accepted practice). Not specific to the full combo.,symptoms in acute tubulo-interstitial nephritis and hepatic failure,symptoms in acute tubulo-interstitial nephritis and hepatic failure
16723,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Glyburide,0.014740788,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Glyburide is commonly used for managing blood sugar levels in non-insulin-dependent diabetes mellitus (NIDDM), which is part of the trajectory. It is also used for treating acute tubulo-interstitial nephritis and other renal conditions, providing indirect support for its use in this combination of conditions.",blood sugar levels in non-insulin-dependent diabetes mellitus (niddm),non-insulin-dependent diabetes mellitus (niddm)
16725,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Thalidomide,9.428180019101036e-05,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,Thalidomide is used for managing certain symptoms in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease; evidence from observational studies and accepted practice.,certain symptoms in conditions like non-insulin-dependent diabetes mellitus and hypertensive renal disease,symptoms of non-insulin-dependent diabetes mellitus and hypertensive renal disease
16726,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Memantine,3.213208540800381e-05,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Memantine is commonly used for managing symptoms of Alzheimer's disease, which includes cognitive impairment. Although not specifically indicated for all conditions in the trajectory, it has plausible symptom-management use for cognitive symptoms in diseases like non-insulin-dependent diabetes mellitus and hepatic f...",symptoms of alzheimer's disease,alzheimer's-related symptoms
16728,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Atorvastatin,0.014740788,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Atorvastatin is commonly used for managing cholesterol levels, which is relevant for conditions like non-insulin-dependent diabetes mellitus and hypertensive heart and renal disease. It is also used for reducing cardiovascular risks, which can be applicable to the overall trajectory.",cholesterol levels,cholesterol levels
16729,425,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']",Rosuvastatin,0.0336712,"['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']",1,"Rosuvastatin is commonly used for managing cholesterol levels, which is relevant for conditions like non-insulin-dependent diabetes mellitus and hypertensive heart and renal disease. It is also used for reducing cardiovascular risks, which aligns with the trajectory's conditions.",cholesterol levels,cholesterol levels
