,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
1344,108,Sirolimus,"['N19', 'I10', 'I11', 'I34', 'I61', 'I67', 'I70', 'I71', 'L97']","['renal failure', 'essential (primary) hypertension', 'hypertensive heart disease', 'nonrheumatic mitral valve disorders', 'intracerebral haemorrhage', 'cerebrovascular diseases', 'atherosclerosis', 'aortic aneurysm and dissection', 'ulcer of lower limb']","[1132, 3, 180, 0, 40, 276, 410, 258, 9]",256.44444444444446
1345,451,Opium,"['I31', 'I20', 'I21']","['diseases of pericardium', 'angina pectoris', 'acute myocardial infarction']","[0, 5, 19]",8.0
1346,154,Trichlormethiazide,"['D50', 'K50', 'K56']","['iron deficiency anaemia', ""crohn's disease [regional enteritis]"", 'paralytic ileus and intestinal obstruction without hernia']","[0, 0, 0]",0.0
1347,348,Tolmetin,"['N32', 'N40', 'N41', 'N21', 'N42']","['disorders of bladder', 'hyperplasia of prostate', 'inflammatory diseases of prostate', 'calculus of lower urinary tract', 'disorders of prostate']","[1, 1, 0, 0, 1]",0.6
1348,149,Acitretin,"['J44', 'J98']","['chronic obstructive pulmonary disease', 'respiratory disorders']","[0, 20]",10.0
1349,454,Scopolamine,"['G40', 'G41', 'G81', 'I61', 'I62']","['epilepsy', 'status epilepticus', 'hemiplegia', 'intracerebral haemorrhage', 'nontraumatic intracranial haemorrhage']","[118, 49, 2, 4, 0]",34.6
1350,356,Nilotinib,"['B18', 'C22', 'C24', 'K73']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'chronic hepatitis']","[5, 25, 0, 13]",10.75
1351,72,Racepinephrine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[0, 0, 3]",1.0
1352,203,Efalizumab,"['F32', 'F48', 'B37', 'F51', 'K02', 'K04', 'K08']","['depressive episode', 'neurotic disorders', 'candidiasis', 'sleep disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures']","[0, 0, 1, 0, 0, 0, 6]",1.0
1353,157_240,Vitamin C,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']","[54, 23, 22, 20]",29.75
1354,394,Tasonermin,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03125
1355,160_422,Etonogestrel,"['M16', 'M87']","['coxarthrosis [arthrosis of hip]', 'osteonecrosis']","[0, 0]",0.0
1356,351,Thiabendazole,"['A02', 'A48', 'A69', 'B07', 'B36', 'B44', 'B49', 'B86', 'C11', 'C26', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D03', 'D07', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'J02', 'J11', 'J12', 'J61', 'K11', 'K41', 'L25', 'L60', 'L80', 'L81', 'M12', 'M60', 'N11', 'N34', 'N36', 'N50']","['salmonella infections', 'bacterial diseases', 'spirochaetal infections', 'viral warts', 'superficial mycoses', 'aspergillosis', 'mycosis', 'scabies', 'malignant neoplasm of nasopharynx', 'malignant neoplasm of ill-defined digestive organs', 'malignant neoplasm of bone and articular cartilage of sites', 'mesothelioma', 'malignant neoplasm of breast', 'malignant neoplasm of penis', 'malignant neoplasm of ureter', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'peripheral and cutaneous t-cell lymphomas', 'malignant immunoproliferative diseases', 'melanoma in situ', 'carcinoma in situ of genital organs', 'benign neoplasm of eye and adnexa', 'benign neoplasm of thyroid gland', 'vitamin b12 deficiency anaemia', 'disorders involving the immune mechanism', 'disorders of thyroid', 'hyperfunction of pituitary gland', 'hypofunction and disorders of pituitary gland', 'disorders of adrenal gland', 'protein-energy malnutrition', 'disorders of carbohydrate metabolism', 'amyloidosis', 'sexual dysfunction', 'dystonia', 'disorders of cranial nerves', 'disorders of autonomic nervous system', 'toxic encephalopathy', 'disorders of iris and ciliary body', 'disorders of choroid', 'nystagmus and irregular eye movements', 'disorders of external ear', 'acute pharyngitis', 'influenza virus', 'viral pneumonia', 'pneumoconiosis due to asbestos and mineral fibres', 'diseases of salivary glands', 'femoral hernia', 'contact dermatitis', 'nail disorders', 'vitiligo', 'disorders of pigmentation', 'specific arthropathies', 'myositis', 'chronic tubulo-interstitial nephritis', 'urethritis and urethral syndrome', 'disorders of urethra', 'disorders of male genital organs']","[4, 54, 1, 0, 1, 7, 61, 13, 0, 0, 0, 0, 2, 0, 0, 2, 0, 32, 22, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 4, 0, 10, 3, 0, 4, 1, 8, 0, 0, 0, 0]",4.37037037037037
1357,129,Sodium ferric gluconate complex,"['F17', 'G45', 'J15', 'J20', 'J93', 'L05']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'bacterial pneumonia', 'acute bronchitis', 'pneumothorax', 'pilonidal cyst']","[0, 1, 0, 0, 0, 0]",0.16666666666666666
1358,454,Atenolol,"['G40', 'G41', 'G81', 'I61', 'I62']","['epilepsy', 'status epilepticus', 'hemiplegia', 'intracerebral haemorrhage', 'nontraumatic intracranial haemorrhage']","[14, 5, 1, 7, 0]",5.4
1359,255,Paritaprevir,"['M77', 'M76']","['enthesopathies', 'enthesopathies of lower limb, excluding foot']","[0, 0]",0.0
1360,408,Sildenafil,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 28, 3, 6, 0, 3, 0, 1, 1]",4.666666666666667
1361,433,Acetophenazine,"['B18', 'C22', 'C24']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']","[0, 0, 0]",0.0
1362,205,Paramethasone,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",0.16666666666666666
1363,461,Clonazepam,"['N41', 'D40', 'N42', 'C61', 'C64']","['inflammatory diseases of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'disorders of prostate', 'malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis']","[0, 1, 0, 3, 0]",0.8
1364,72,Diphenoxylate,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[1, 1, 1]",1.0
1365,67,Sulfathiazole,"['B20', 'B24']","['human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases', 'human immunodeficiency virus [hiv] disease']","[15, 1]",8.0
1366,290,Obeticholic acid,"['K51', 'D73', 'J04', 'K29', 'A69', 'D16', 'D21', 'L50', 'N10', 'N62']","['ulcerative colitis', 'diseases of spleen', 'acute laryngitis and tracheitis', 'gastritis and duodenitis', 'spirochaetal infections', 'benign neoplasm of bone and articular cartilage', 'benign neoplasms of connective and soft tissue', 'urticaria', 'acute tubulo-interstitial nephritis', 'hypertrophy of breast']","[3, 2, 0, 2, 0, 0, 1, 0, 0, 0]",0.8
1367,408,Doxepin,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0.2
1368,11,Acamprosate,"['C71', 'C79', 'H53']","['malignant neoplasm of brain', 'secondary malignant neoplasm of specified sites', 'visual disturbances']","[0, 0, 0]",0.0
1369,200,Gestrinone,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']","[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0]",0.8461538461538461
1370,443,Bevantolol,"['D75', 'D64', 'D68', 'E21', 'E83']","['diseases of blood and blood-forming organs', 'anaemias', 'coagulation defects', 'hyperparathyroidism and disorders of parathyroid gland', 'disorders of mineral metabolism']","[11, 0, 0, 0, 0]",2.2
1371,47,Valbenazine,"['N12', 'N39']","['tubulo-interstitial nephritis', 'disorders of urinary system']","[0, 0]",0.0
1372,378,Hydrogen peroxide,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']","[83, 230, 16, 0, 75, 13, 4, 8103]",1065.5
1373,212,Muromonab,"['F17', 'J01', 'J37', 'J38', 'J42', 'J43', 'J93', 'J02']","['mental and behavioural disorders due to use of tobacco', 'acute sinusitis', 'chronic laryngitis and laryngotracheitis', 'diseases of vocal cords and larynx', 'chronic bronchitis', 'emphysema', 'pneumothorax', 'acute pharyngitis']","[0, 0, 0, 0, 0, 0, 0, 0]",0.0
1374,382,Histamine,"['F32', 'G20', 'G35', 'F48', 'K02', 'N48']","['depressive episode', ""parkinson's disease"", 'multiple sclerosis', 'neurotic disorders', 'dental caries', 'disorders of penis']","[24, 313, 146, 25, 18, 13]",89.83333333333333
1375,72,Rifapentine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[1, 9]",5.0
1376,157_240,Conivaptan,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']","[0, 0, 0]",0.0
1377,457,Indigotindisulfonic Acid,"['M16', 'M41', 'M42', 'M43', 'M87']","['coxarthrosis [arthrosis of hip]', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'osteonecrosis']","[0, 0, 0, 0, 1]",0.2
1378,131,Marimastat,"['F11', 'F13', 'F33', 'F43', 'F60']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'reaction to severe stress, and adjustment disorders', 'specific personality disorders']","[0, 0, 0, 0]",0.0
1379,445,Vitamin C,"['G91', 'I60', 'H04', 'H21', 'E11', 'E53', 'E55', 'G82', 'N08']","['hydrocephalus', 'subarachnoid haemorrhage', 'disorders of lachrymal system', 'disorders of iris and ciliary body', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'vitamin d deficiency', 'paraplegia and tetraplegia', 'glomerular disorders in diseases classified elsewhere']","[13, 30, 0, 58, 489, 250, 261, 20, 0]",124.55555555555556
1380,260_347_460,Verapamil,"['N13', 'N20', 'N21']","['obstructive and reflux uropathy', 'calculus of kidney and ureter', 'calculus of lower urinary tract']","[48, 1]",24.5
1381,80,Procyclidine,"['F17', 'J93']","['mental and behavioural disorders due to use of tobacco', 'pneumothorax']","[0, 0]",0.0
1382,448,Estradiol benzoate,"['F32', 'F33', 'F41', 'F43', 'F45']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders']","[3, 0, 8, 0, 0]",2.2
1383,64,Atenolol,"['K76', 'K65']","['diseases of liver', 'peritonitis']","[54, 29]",41.5
1384,76,Aflibercept,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 0]",0.0
1385,57,Thimerosal,"['E87', 'F10', 'F12', 'F17', 'F20', 'F60', 'F63']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of tobacco', 'schizophrenia', 'specific personality disorders', 'habit and impulse disorders']","[1, 1, 0, 1, 1, 0, 4]",1.1428571428571428
1386,161,Cabozantinib,"['M17', 'M66', 'M71', 'M93']","['gonarthrosis [arthrosis of knee]', 'spontaneous rupture of synovium and tendon', 'bursopathies', 'osteochondropathies']","[0, 0, 0, 0]",0.0
1387,205,Carprofen,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 1, 0, 31, 6, 9, 0]",3.9166666666666665
1388,394,Trimethoprim,"['B36', 'D34', 'E72', 'F09', 'G90', 'I10', 'I30', 'I33', 'I60', 'I78', 'J13', 'J30', 'K73', 'L08', 'L21', 'L23', 'L29', 'L71', 'L85', 'N02', 'N04', 'C74', 'E26', 'E29', 'G37', 'G96', 'H72', 'I68', 'J35', 'K09', 'L70', 'M14', 'N03', 'N49']","['superficial mycoses', 'benign neoplasm of thyroid gland', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'acute pericarditis', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'pneumonia due to streptococcus pneumoniae', 'vasomotor and allergic rhinitis', 'chronic hepatitis', 'local infections of skin and subcutaneous tissue', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'rosacea', 'epidermal thickening', 'recurrent and persistent haematuria', 'nephrotic syndrome', 'malignant neoplasm of adrenal gland', 'hyperaldosteronism', 'testicular dysfunction', 'demyelinating diseases of central nervous system', 'disorders of central nervous system', 'perforation of tympanic membrane', 'cerebrovascular disorders in diseases classified elsewhere', 'chronic diseases of tonsils and adenoids', 'cysts of oral region', 'acne', 'arthropathies in diseases classified elsewhere', 'chronic nephritic syndrome', 'inflammatory disorders of male genital organs']","[4, 0, 35, 8, 2, 2, 9, 5, 204, 7, 30, 4, 9, 41, 4, 1, 1504, 33, 1, 0, 0, 4, 205, 10, 0, 6, 0, 84, 0, 0, 3]",71.45161290322581
1389,411,Zucapsaicin,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 0, 0]",0.0
1390,218,Vancomycin,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']","['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']","[0, 2120, 3, 49, 5, 1, 15, 1, 125, 5, 4, 14, 3, 1, 0, 1, 93]",143.52941176470588
1391,291,Varenicline,"['L89', 'N08', 'E11', 'E55', 'G61', 'I13', 'I33', 'L28']","['decubitus ulcer', 'glomerular disorders in diseases classified elsewhere', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', 'inflammatory polyneuropathy', 'hypertensive heart and renal disease', 'acute and subacute endocarditis', 'lichen simplex chronicus and prurigo']","[0, 0, 12, 0, 0, 19, 0, 0]",3.875
1392,200,Cerivastatin,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.23076923076923078
1393,348,Prasterone,"['N32', 'N40', 'N41', 'N21', 'N42']","['disorders of bladder', 'hyperplasia of prostate', 'inflammatory diseases of prostate', 'calculus of lower urinary tract', 'disorders of prostate']","[9, 82, 3, 0, 163]",51.4
1394,268,Pirlindole,"['A08', 'I25', 'I99', 'B34', 'C75', 'F51', 'F52', 'G12', 'G98', 'K02']","['viral and specified intestinal infections', 'chronic ischaemic heart disease', 'disorders of circulatory system', 'viral infection of site', 'malignant neoplasm of endocrine glands and related structures', 'sleep disorders', 'sexual dysfunction', 'spinal muscular atrophy and related syndromes', 'disorders of nervous system', 'dental caries']","[1, 1, 1, 0, 1, 0, 0, 1, 3, 0]",0.8
1395,417,Lamivudine,"['L84', 'N25', 'N18']","['corns and callosities', 'disorders resulting from impaired renal tubular function', 'chronic renal failure']","[0, 1, 105]",35.333333333333336
1396,266,Amlodipine,"['N39', 'I95']","['disorders of urinary system', 'hypotension']","[33, 5374]",2703.5
1397,433,Ibrutinib,"['B18', 'C22', 'C24']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']","[11, 8, 0]",6.333333333333333
1398,408,Tenoxicam,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[2, 0, 1, 0, 1, 0, 0, 3, 1, 0]",0.8
1399,176,Ethanol,"['K74', 'I85', 'C22', 'K31', 'K72', 'B99']","['fibrosis and cirrhosis of liver', 'oesophageal varices', 'malignant neoplasm of liver and intrahepatic bile ducts', 'diseases of stomach and duodenum', 'hepatic failure', 'infectious diseases']","[3941, 139, 3004, 1835, 629, 2328]",1979.3333333333333
1400,334,Sitagliptin,"['L28', 'K76', 'D73', 'E51', 'M89']","['lichen simplex chronicus and prurigo', 'diseases of liver', 'diseases of spleen', 'thiamine deficiency', 'disorders of bone']","[1, 120, 3, 0, 21]",29.0
1401,379,Calcitriol,"['F13', 'F33', 'F41', 'F43', 'F45', 'F32']","['mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'depressive episode']","[25, 1, 16, 15, 1, 1]",9.833333333333334
1402,77,Procyclidine,"['F11', 'F13', 'F19', 'B18', 'B24', 'F14', 'F15']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'chronic viral hepatitis', 'human immunodeficiency virus [hiv] disease', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of stimulants, including caffeine']","[0, 23, 4, 0, 0, 0, 0]",3.857142857142857
1403,291,Fluorescein,"['L89', 'N08', 'E11', 'E55', 'G61', 'I13', 'I33', 'L28']","['decubitus ulcer', 'glomerular disorders in diseases classified elsewhere', 'non-insulin-dependent diabetes mellitus', 'vitamin d deficiency', 'inflammatory polyneuropathy', 'hypertensive heart and renal disease', 'acute and subacute endocarditis', 'lichen simplex chronicus and prurigo']","[23, 0, 748, 19, 368, 1249, 4, 1]",301.5
1404,56,Sildenafil,"['F32', 'F33', 'F41', 'F45']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'somatoform disorders']","[5, 0, 33, 2]",10.0
1405,411,Hyoscyamine,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 0, 1]",0.3333333333333333
1406,461,Ephedra,"['N41', 'D40', 'N42', 'C61', 'C64']","['inflammatory diseases of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs', 'disorders of prostate', 'malignant neoplasm of prostate', 'malignant neoplasm of kidney, except renal pelvis']","[0, 0, 0, 0, 0]",0.0
1407,23,Bupivacaine,"['E88', 'F79', 'G25', 'G41', 'I47', 'J69', 'G40', 'J96']","['metabolic disorders', 'mental retardation', 'extrapyramidal and movement disorders', 'status epilepticus', 'paroxysmal tachycardia', 'pneumonitis due to solids and liquids', 'epilepsy', 'respiratory failure']","[163, 12, 38, 3, 348, 28]",98.66666666666667
1408,205,Zucapsaicin,"['D52', 'J41', 'L71', 'F17', 'J42', 'J13', 'J39', 'K04', 'K08', 'K12', 'L08', 'N62']","['folate deficiency anaemia', 'simple and mucopurulent chronic bronchitis', 'rosacea', 'mental and behavioural disorders due to use of tobacco', 'chronic bronchitis', 'pneumonia due to streptococcus pneumoniae', 'diseases of upper respiratory tract', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'stomatitis and related lesions', 'local infections of skin and subcutaneous tissue', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",0.18181818181818182
1409,408,Turoctocog alfa,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1410,203,Mesalazine,"['F32', 'F48', 'B37', 'F51', 'K02', 'K04', 'K08']","['depressive episode', 'neurotic disorders', 'candidiasis', 'sleep disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures']","[0, 0, 3, 4, 0, 2, 72]",11.571428571428571
1411,398,Salsalate,"['I31', 'G60', 'H57', 'I50', 'D52', 'F09', 'I13', 'I25', 'I99', 'J01', 'J41', 'M46']","['diseases of pericardium', 'hereditary and idiopathic neuropathy', 'disorders of eye and adnexa', 'heart failure', 'folate deficiency anaemia', 'organic or symptomatic mental disorder', 'hypertensive heart and renal disease', 'chronic ischaemic heart disease', 'disorders of circulatory system', 'acute sinusitis', 'simple and mucopurulent chronic bronchitis', 'inflammatory spondylopathies']","[0, 2, 1, 2, 0, 5, 20, 1, 10, 0, 0, 0]",3.4166666666666665
1412,411,Romidepsin,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 1, 0]",0.3333333333333333
1413,169,Ranolazine,"['N39', 'N41']","['disorders of urinary system', 'inflammatory diseases of prostate']","[0, 0]",0.0
1414,433,Quinapril,"['B18', 'C22', 'C24']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract']","[0, 0, 0]",0.0
