,Trajectory,Drug,Disease list,Disease Consensus Name List
1618,20,Glatiramer,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
1619,433,Thimerosal,"['I21', 'I46']","['acute myocardial infarction', 'cardiac arrest']"
1620,363,Asunaprevir,"['E13', 'E10', 'E16']","['specified diabetes mellitus', 'insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion']"
1621,403,Levonorgestrel,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1622,242,Mesoridazine,"['N97', 'D13', 'K80', 'K81', 'K82']","['female infertility', 'benign neoplasm of ill-defined parts of digestive system', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1623,275,"Interferon Alfa-2b, Recombinant","['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']"
1624,152_407,Dacarbazine,"['M06', 'M05', 'M13']","['rheumatoid arthritis', 'seropositive rheumatoid arthritis', 'arthritis']"
1625,364,Olsalazine,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']"
1626,148_222,Butalbital,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
1627,442,Axitinib,"['G95', 'M47', 'M48', 'M93']","['diseases of spinal cord', 'spondylosis', 'spondylopathies', 'osteochondropathies']"
1628,115,Dextroamphetamine,"['D50', 'D64', 'E03', 'K51', 'E06']","['iron deficiency anaemia', 'anaemias', 'hypothyroidism', 'ulcerative colitis', 'thyroiditis']"
1629,121,Interferon alfa-n1,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1630,122,Ketoprofen,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1631,140,Procyclidine,"['J44', 'J43', 'J96']","['chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1632,372,Frovatriptan,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
1633,78,Cortisone acetate,"['F32', 'F42', 'I95']","['depressive episode', 'obsessive-compulsive disorder', 'hypotension']"
1634,354,Lithium,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']"
1635,372,Mefenamic acid,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
1636,292,Cimetidine,"['H90', 'H91', 'H93', 'H81']","['conductive and sensorineural hearing loss', 'hearing loss', 'disorders of ear', 'disorders of vestibular function']"
1637,438,Estriol,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1638,148_222,Moexipril,"['K80', 'K81', 'K82', 'K83']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract']"
1639,20,Parecoxib,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
1640,121,Bivalirudin,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1641,117,Isosorbide,"['E10', 'E14', 'E11']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'non-insulin-dependent diabetes mellitus']"
1642,231,Sulconazole,"['M71', 'M93']","['bursopathies', 'osteochondropathies']"
1643,279,Mycophenolate mofetil,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']"
1644,185,Cilazapril,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']"
1645,377,Brompheniramine,"['G81', 'G40', 'G41']","['hemiplegia', 'epilepsy', 'status epilepticus']"
1646,292,Dipivefrin,"['H90', 'H91', 'H93', 'H81']","['conductive and sensorineural hearing loss', 'hearing loss', 'disorders of ear', 'disorders of vestibular function']"
1647,61,Naltrexone,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
1648,184,Pralidoxime,"['F48', 'G25', 'G47']","['neurotic disorders', 'extrapyramidal and movement disorders', 'sleep disorders']"
1649,69,Nilvadipine,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']"
1650,65_103,Cimicifuga racemosa,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']"
1651,403,Diphenylpyraline,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1652,382,Roflumilast,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']"
1653,334,Estradiol valerate,"['N39', 'D72', 'N32', 'N35']","['disorders of urinary system', 'disorders of white blood cells', 'disorders of bladder', 'urethral stricture']"
1654,78,Primaquine,"['F32', 'F42', 'I95']","['depressive episode', 'obsessive-compulsive disorder', 'hypotension']"
1655,184,Acenocoumarol,"['F48', 'G25', 'G47']","['neurotic disorders', 'extrapyramidal and movement disorders', 'sleep disorders']"
1656,120,Rifampicin,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']"
1657,243,Tazarotene,"['A04', 'K80', 'K81', 'K82', 'D72']","['bacterial intestinal infections', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'disorders of white blood cells']"
1658,324,Levomenol,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']"
1659,189,Dasatinib,"['B00', 'G35']","['herpesviral [herpes simplex] infections', 'multiple sclerosis']"
1660,209,Thiabendazole,"['I63', 'I64', 'I65', 'G46']","['cerebral infarction', 'stroke', 'occlusion and stenosis of precerebral arteries', 'vascular syndromes of brain in cerebrovascular diseases']"
1661,25,Suprofen,"['H73', 'J00', 'J04', 'J12', 'J38', 'L50']","['disorders of tympanic membrane', 'acute nasopharyngitis [common cold]', 'acute laryngitis and tracheitis', 'viral pneumonia', 'diseases of vocal cords and larynx', 'urticaria']"
1662,156,Malathion,"['E21', 'N18', 'N19', 'I15', 'N17']","['hyperparathyroidism and disorders of parathyroid gland', 'chronic renal failure', 'renal failure', 'secondary hypertension', 'acute renal failure']"
1663,122,Bosutinib,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1664,415,Nifedipine,"['C50', 'D05', 'D24', 'L90', 'N64']","['malignant neoplasm of breast', 'carcinoma in situ of breast', 'benign neoplasm of breast', 'atrophic disorders of skin', 'disorders of breast']"
1665,16,Spermine,"['F41', 'K02', 'K04', 'K08', 'K10', 'K12', 'L03']","['anxiety disorders', 'dental caries', 'diseases of pulp and periapical tissues', 'disorders of teeth and supporting structures', 'diseases of jaws', 'stomatitis and related lesions', 'cellulitis']"
1666,39,Fenoldopam,"['E10', 'E16', 'E06', 'E14']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'thyroiditis', 'diabetes mellitus']"
1667,434,Hydroxocobalamin,"['A49', 'I25', 'I31', 'I48', 'I50', 'I62', 'I72', 'J42', 'J81', 'M10']","['bacterial infection of site', 'chronic ischaemic heart disease', 'diseases of pericardium', 'atrial fibrillation and flutter', 'heart failure', 'nontraumatic intracranial haemorrhage', 'aneurysm', 'chronic bronchitis', 'pulmonary oedema', 'gout']"
1668,39,Megestrol acetate,"['E10', 'E16', 'E06', 'E14']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'thyroiditis', 'diabetes mellitus']"
1669,193,Colchicine,"['M51', 'M43', 'M48', 'G54', 'G57', 'M40', 'M54', 'M96']","['intervertebral disk disorders', 'deforming dorsopathies', 'spondylopathies', 'nerve root and plexus disorders', 'mononeuropathies of lower limb', 'kyphosis and lordosis', 'dorsalgia', 'postprocedural musculoskeletal disorders']"
1670,280,Diflunisal,"['F33', 'F50']","['recurrent depressive disorder', 'eating disorders']"
1671,53,Prazepam,"['J30', 'J45', 'J46', 'L20']","['vasomotor and allergic rhinitis', 'asthma', 'status asthmaticus', 'atopic dermatitis']"
1672,81,Finasteride,"['F44', 'G40', 'J15']","['dissociative [conversion] disorders', 'epilepsy', 'bacterial pneumonia']"
1673,139,Menotropins,"['J44', 'J45', 'J43', 'J96']","['chronic obstructive pulmonary disease', 'asthma', 'emphysema', 'respiratory failure']"
1674,438,Homosalate,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1675,133,Blinatumomab,"['I47', 'I49']","['paroxysmal tachycardia', 'cardiac arrhythmias']"
1676,61,Etanercept,"['N12', 'N30', 'N39', 'N73', 'N76']","['tubulo-interstitial nephritis', 'cystitis', 'disorders of urinary system', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva']"
1677,134,Insulin Aspart,"['I73', 'I70', 'M34']","['peripheral vascular diseases', 'atherosclerosis', 'systemic sclerosis']"
1678,374,Perindopril,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
1679,229,Leflunomide,"['M20', 'M77', 'M21', 'G57']","['acquired deformities of fingers and toes', 'enthesopathies', 'acquired deformities of limbs', 'mononeuropathies of lower limb']"
1680,284,Thiothixene,"['G93', 'G40', 'G41']","['disorders of brain', 'epilepsy', 'status epilepticus']"
1681,410,Bivalirudin,"['M17', 'M21', 'M24', 'M67', 'M71', 'M94', 'M00']","['gonarthrosis [arthrosis of knee]', 'acquired deformities of limbs', 'specific joint derangements', 'disorders of synovium and tendon', 'bursopathies', 'disorders of cartilage', 'pyogenic arthritis']"
1682,333,Dapiprazole,"['C53', 'C54', 'C55', 'N95']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'menopausal and perimenopausal disorders']"
1683,39,Ergonovine,"['E10', 'E16', 'E06', 'E14']","['insulin-dependent diabetes mellitus', 'disorders of pancreatic internal secretion', 'thyroiditis', 'diabetes mellitus']"
1684,12,Voacamine,"['D64', 'D69', 'D70']","['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']"
1685,323,Tiotropium,"['M81', 'M85']","['osteoporosis without pathological fracture', 'disorders of bone density and structure']"
1686,352,Dexrazoxane,"['K50', 'A02', 'B34', 'D52', 'D53', 'E07', 'E46', 'E72', 'F09', 'G60', 'G70', 'G83', 'G90', 'H49', 'H61', 'I10', 'I30', 'I99', 'J02', 'J04', 'J11', 'J30', 'J41', 'K20', 'K27', 'K30', 'K46', 'K73', 'K75', 'L08', 'L28', 'L29', 'L50', 'L82', 'L85', 'M00', 'M34', 'M40', 'M46', 'N12']","[""crohn's disease [regional enteritis]"", 'salmonella infections', 'viral infection of site', 'folate deficiency anaemia', 'nutritional anaemias', 'disorders of thyroid', 'protein-energy malnutrition', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'hereditary and idiopathic neuropathy', 'myasthenia gravis and myoneural disorders', 'paralytic syndromes', 'disorders of autonomic nervous system', 'paralytic strabismus', 'disorders of external ear', 'essential (primary) hypertension', 'acute pericarditis', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'influenza virus', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'oesophagitis', 'acute with perforation', 'dyspepsia', 'abdominal hernia', 'chronic hepatitis', 'inflammatory liver diseases', 'local infections of skin and subcutaneous tissue', 'lichen simplex chronicus and prurigo', 'pruritus', 'urticaria', 'seborrhoeic keratosis', 'epidermal thickening', 'pyogenic arthritis', 'systemic sclerosis', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'tubulo-interstitial nephritis']"
1687,231,Dihydroergocristine,"['M71', 'M93']","['bursopathies', 'osteochondropathies']"
1688,275,Levodopa,"['I99', 'A04', 'E78', 'E83', 'G46', 'G51', 'M10', 'M85', 'F50', 'N04', 'N05', 'N62', 'N87']","['disorders of circulatory system', 'bacterial intestinal infections', 'disorders of lipoprotein metabolism and lipidaemias', 'disorders of mineral metabolism', 'vascular syndromes of brain in cerebrovascular diseases', 'facial nerve disorders', 'gout', 'disorders of bone density and structure', 'eating disorders', 'nephrotic syndrome', 'minor glomerular abnormality', 'hypertrophy of breast', 'dysplasia of cervix uteri']"
1689,374,Digoxin,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
1690,126,Parachlorophenol,"['G40', 'G93', 'G41']","['epilepsy', 'disorders of brain', 'status epilepticus']"
1691,78,Pilocarpine,"['F32', 'F42', 'I95']","['depressive episode', 'obsessive-compulsive disorder', 'hypotension']"
1692,279,Propafenone,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']"
1693,43,L-Citrulline,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']"
1694,203,Fomepizole,"['I20', 'I21', 'I25', 'I42', 'I50', 'I44', 'I51']","['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease']"
1695,253_254_345,Trihexyphenidyl,"['C53', 'C54', 'C55']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part']"
1696,383_412,Palifermin,"['G95', 'M48']","['diseases of spinal cord', 'spondylopathies']"
1697,438,Prochlorperazine,"['K85', 'K86', 'C23', 'K80', 'K81', 'K82']","['acute pancreatitis', 'diseases of pancreas', 'malignant neoplasm of gallbladder', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder']"
1698,372,Enprofylline,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
1699,97,Minaprine,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']"
1700,47,Astemizole,"['F41', 'F45']","['anxiety disorders', 'somatoform disorders']"
1701,377,Anileridine,"['G81', 'G40', 'G41']","['hemiplegia', 'epilepsy', 'status epilepticus']"
1702,278,Raloxifene,"['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']"
1703,86_205_297_390,Dyphylline,"['I26', 'I80', 'I82']","['pulmonary embolism', 'phlebitis and thrombophlebitis', 'venous embolism and thrombosis']"
1704,394,Bupranolol,"['I73', 'I70', 'M34', 'I74']","['peripheral vascular diseases', 'atherosclerosis', 'systemic sclerosis', 'arterial embolism and thrombosis']"
1705,401,Enalaprilat,"['J98', 'J45', 'J96']","['respiratory disorders', 'asthma', 'respiratory failure']"
1706,203,Carprofen,"['I20', 'I21', 'I25', 'I42', 'I50', 'I44', 'I51']","['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease']"
1707,374,Eribulin,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']"
1708,121,Pitavastatin,"['F14', 'F11']","['mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to use of opioids']"
1709,316,Letermovir,"['K59', 'L90']","['functional intestinal disorders', 'atrophic disorders of skin']"
1710,395,Sulfinpyrazone,"['I84', 'K60', 'K64']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'haemorrhoids and perianal venous thrombosis']"
1711,122,Nitrendipine,"['F17', 'J20', 'J44', 'J43', 'J96']","['mental and behavioural disorders due to use of tobacco', 'acute bronchitis', 'chronic obstructive pulmonary disease', 'emphysema', 'respiratory failure']"
1712,20,Abciximab,"['F98', 'J11', 'J38', 'L50']","['behavioural and emotional disorders with onset usually occurring in childhood and adolescence', 'influenza virus', 'diseases of vocal cords and larynx', 'urticaria']"
1713,89,Cortisone acetate,"['G35', 'H46', 'F32', 'F34', 'F48']","['multiple sclerosis', 'optic neuritis', 'depressive episode', 'persistent mood [affective] disorders', 'neurotic disorders']"
1714,74,Fesoterodine,"['E06', 'E10', 'E14', 'E16']","['thyroiditis', 'insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']"
1715,324,Pranlukast,"['N00', 'D46', 'E53', 'F05', 'G31', 'H49', 'I10', 'I12', 'I13', 'I62', 'I99', 'J02', 'J04', 'J30', 'J41', 'J42', 'J69', 'K20', 'K73', 'K75', 'L29', 'M10', 'M40', 'M46', 'N10', 'D26', 'E24', 'L73']","['acute nephritic syndrome', 'myelodysplastic syndromes', 'deficiency of b group vitamins', 'delirium', 'degenerative diseases of nervous system', 'paralytic strabismus', 'essential (primary) hypertension', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pneumonitis due to solids and liquids', 'oesophagitis', 'chronic hepatitis', 'inflammatory liver diseases', 'pruritus', 'gout', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'acute tubulo-interstitial nephritis', 'benign neoplasms of uterus', ""cushing's syndrome"", 'follicular disorders']"
1716,403,Bromodiphenhydramine,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']"
1717,236,Chlorprothixene,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']"
1718,411,Moexipril,"['G95', 'M41', 'M42', 'M43', 'M48', 'M62', 'G54', 'M47', 'M51', 'M54', 'M93', 'M96']","['diseases of spinal cord', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'spondylopathies', 'disorders of muscle', 'nerve root and plexus disorders', 'spondylosis', 'intervertebral disk disorders', 'dorsalgia', 'osteochondropathies', 'postprocedural musculoskeletal disorders']"
1719,97,Ciclesonide,"['K80', 'K81', 'K82', 'K83', 'K85']","['cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'diseases of biliary tract', 'acute pancreatitis']"
1720,13,Vecuronium,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']","['coagulation defects', 'disorders of external ear', 'disorders of middle ear and mastoid', 'hypertrophy of nasal turbinates', 'chronic diseases of tonsils and adenoids', 'diseases of upper respiratory tract', 'perforation of tympanic membrane']"
1721,48,Pioglitazone,"['F60', 'F91']","['specific personality disorders', 'conduct disorders']"
1722,147,Aripiprazole,"['K76', 'N28', 'B37']","['diseases of liver', 'disorders of kidney and ureter', 'candidiasis']"
1723,208,Diflorasone,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']","['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']"
1724,372,Nelfinavir,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']"
1725,278,Sitagliptin,"['F10', 'F19', 'D52', 'G93', 'I46', 'K26', 'M80']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'folate deficiency anaemia', 'disorders of brain', 'cardiac arrest', 'duodenal ulcer', 'osteoporosis with pathological fracture']"
1726,350,Acitretin,"['C38', 'C78', 'C79', 'C80', 'D61', 'D63', 'D70', 'M84', 'C23', 'D48']","['malignant neoplasm of heart, mediastinum and pleura', 'secondary malignant neoplasm of respiratory and digestive organs', 'secondary malignant neoplasm of specified sites', 'malignant neoplasm', 'aplastic anaemias', 'anaemia in chronic diseases classified elsewhere', 'agranulocytosis', 'disorders of continuity of bone', 'malignant neoplasm of gallbladder', 'neoplasm of uncertain or unknown behaviour of sites']"
1727,71,Anileridine,"['E03', 'D50', 'D64', 'E06']","['hypothyroidism', 'iron deficiency anaemia', 'anaemias', 'thyroiditis']"
1728,201,Mazindol,"['M35', 'I10', 'I11', 'I15', 'I27', 'I35', 'I44', 'I51', 'I74', 'I77', 'J15', 'L30', 'M13']","['systemic involvement of connective tissue', 'essential (primary) hypertension', 'hypertensive heart disease', 'secondary hypertension', 'pulmonary heart diseases', 'nonrheumatic aortic valve disorders', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'arterial embolism and thrombosis', 'disorders of arteries and arterioles', 'bacterial pneumonia', 'dermatitis', 'arthritis']"
1729,236,Trastuzumab emtansine,"['N04', 'A69', 'B99', 'E07', 'I10', 'I31', 'I46', 'I71', 'J03', 'J30', 'J41', 'J42', 'J81', 'J84', 'K55', 'K75', 'L50', 'L98', 'M86', 'N30', 'E26', 'N03']","['nephrotic syndrome', 'spirochaetal infections', 'infectious diseases', 'disorders of thyroid', 'essential (primary) hypertension', 'diseases of pericardium', 'cardiac arrest', 'aortic aneurysm and dissection', 'acute tonsillitis', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'chronic bronchitis', 'pulmonary oedema', 'interstitial pulmonary diseases', 'vascular disorders of intestine', 'inflammatory liver diseases', 'urticaria', 'disorders of skin and subcutaneous tissue', 'osteomyelitis', 'cystitis', 'hyperaldosteronism', 'chronic nephritic syndrome']"
