ICD	Disease Name	Consensus Name	PubMed_query_name
K61	abscess of anal and rectal regions;anal abscess;rectal abscess;anorectal abscess;ischiorectal abscess;intrasphincteric abscess	abscess of anal and rectal regions	abscess of anal and rectal regions
K62	"other diseases of anus and rectum;anal polyp;rectal polyp;anal prolapse;rectal prolapse;stenosis of anus and rectum;haemorrhage of anus and rectum;ulcer of anus and rectum;radiation proctitis;other specified diseases of anus and rectum;disease of anus and rectum, unspecified"	diseases of anus and rectum	diseases of anus and rectum
K63	"other diseases of intestine;abscess of intestine;perforation of intestine (nontraumatic);fistula of intestine;ulcer of intestine;enteroptosis;polyp of colon;other specified diseases of intestine;disease of intestine, unspecified"	diseases of intestine	diseases of intestine
K64	"haemorrhoids and perianal venous thrombosis;first degree haemorrhoids;second degree haemorrhoids;third degree haemorrhoids;fourth degree haemorrhoids;residual haemorrhoidal skin tags;perianal venous thrombosis;other specified haemorrhoids;haemorrhoids,  unspecified"	haemorrhoids and perianal venous thrombosis	haemorrhoids and perianal venous thrombosis
K65	"peritonitis;acute peritonitis;other peritonitis;peritonitis, unspecified"	peritonitis	peritonitis
K66	"other disorders of peritoneum;peritoneal adhesions;haemoperitoneum;retroperitoneal fibrosis;other specified disorders of peritoneum;disorder of peritoneum, unspecified"	disorders of peritoneum	disorders of peritoneum
K67	disorders of peritoneum in infectious diseases classified elsewhere;chlamydial peritonitis;gonococcal peritonitis;syphilitic peritonitis;tuberculous peritonitis;other disorders of peritoneum in infectious diseases classified elsewhere	disorders of peritoneum in infectious diseases classified elsewhere	disorders of peritoneum in infectious diseases classified elsewhere
K70	"alcoholic liver disease;alcoholic fatty liver;alcoholic hepatitis;alcoholic fibrosis and sclerosis of liver;alcoholic cirrhosis of liver;alcoholic hepatic failure;alcoholic liver disease, unspecified"	alcoholic liver disease	alcoholic liver disease
K71	"toxic liver disease;toxic liver disease with cholestasis;toxic liver disease with hepatic necrosis;toxic liver disease with acute hepatitis;toxic liver disease with chronic persistent hepatitis;toxic liver disease with chronic lobular hepatitis;toxic liver disease with chronic active hepatitis;toxic liver disease with hepatitis, not elsewhere classified;toxic liver disease with fibrosis and cirrhosis of liver;toxic liver disease with other disorders of liver;toxic liver disease, unspecified"	toxic liver disease	toxic liver disease
K72	"hepatic failure, not elsewhere classified;acute and subacute hepatic failure;chronic hepatic failure;hepatic failure, unspecified"	"hepatic failure, not elsewhere classified"	hepatic failure
K73	"chronic hepatitis, not elsewhere classified;chronic persistent hepatitis, not elsewhere classified;chronic lobular hepatitis, not elsewhere classified;chronic active hepatitis, not elsewhere classified;other chronic hepatitis, not elsewhere classified;chronic hepatitis, unspecified"	"chronic hepatitis, not elsewhere classified"	chronic hepatitis
K74	"fibrosis and cirrhosis of liver;hepatic fibrosis;hepatic sclerosis;hepatic fibrosis with hepatic sclerosis;primary biliary cirrhosis;secondary biliary cirrhosis;biliary cirrhosis, unspecified;other and unspecified cirrhosis of liver"	fibrosis and cirrhosis of liver	fibrosis and cirrhosis of liver
K75	"other inflammatory liver diseases;abscess of liver;phlebitis of portal vein;nonspecific reactive hepatitis;granulomatous hepatitis, not elsewhere classified;autoimmune hepatitis;other specified inflammatory liver diseases;inflammatory liver disease, unspecified"	inflammatory liver diseases	inflammatory liver diseases
K76	"other diseases of liver;fatty (change of) liver, not elsewhere classified;chronic passive congestion of liver;central haemorrhagic necrosis of liver;infarction of liver;peliosis hepatis;hepatic veno-occlusive disease;portal hypertension;hepatorenal syndrome;other specified diseases of liver;liver disease, unspecified"	diseases of liver	diseases of liver
K77	liver disorders in diseases classified elsewhere;liver disorders in infectious and parasitic diseases classified elsewhere;liver disorders in other diseases classified elsewhere	liver disorders in diseases classified elsewhere	liver disorders in diseases classified elsewhere
K80	cholelithiasis;calculus of gallbladder with acute cholecystitis;calculus of gallbladder with other cholecystitis;calculus of gallbladder without cholecystitis;calculus of bile duct with cholangitis;calculus of bile duct with cholecystitis;calculus of bile duct without cholangitis or cholecystitis;other cholelithiasis	cholelithiasis	cholelithiasis
K81	"cholecystitis;acute cholecystitis;chronic cholecystitis;other cholecystitis;cholecystitis, unspecified"	cholecystitis	cholecystitis
K82	"other diseases of gallbladder;obstruction of gallbladder;hydrops of gallbladder;perforation of gallbladder;fistula of gallbladder;cholesterolosis of gallbladder;other specified diseases of gallbladder;disease of gallbladder, unspecified"	diseases of gallbladder	diseases of gallbladder
K83	"other diseases of biliary tract;cholangitis;obstruction of bile duct;perforation of bile duct;fistula of bile duct;spasm of sphincter of oddi;biliary cyst;other specified diseases of biliary tract;disease of biliary tract, unspecified"	diseases of biliary tract	diseases of biliary tract
K85	"acute pancreatitis;idiopathic acute pancreatitis;biliary acute pancreatitis;alcohol-induced acute pancreatitis;drug-induced acute pancreatitis;other acute pancreatitis;acute pancreatitis, unspecified"	acute pancreatitis	acute pancreatitis
K86	"other diseases of pancreas;alcohol-induced chronic pancreatitis;other chronic pancreatitis;cyst of pancreas;pseudocyst of pancreas;other specified diseases of pancreas;disease of pancreas, unspecified"	diseases of pancreas	diseases of pancreas
K87	"disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere;disorders of gallbladder and biliary tract in diseases classified elsewhere;disorders of pancreas in diseases classified elsewhere"	"disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"	"disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
K90	"intestinal malabsorption;coeliac disease;tropical sprue;blind loop syndrome, not elsewhere classified;pancreatic steatorrhoea;malabsorption due to intolerance, not elsewhere classified;other intestinal malabsorption;intestinal malabsorption, unspecified"	intestinal malabsorption	intestinal malabsorption
K91	"postprocedural disorders of digestive system, not elsewhere classified;vomiting following gastro-intestinal surgery;postgastric surgery syndromes;postsurgical malabsorption, not elsewhere classified;postoperative intestinal obstruction;colostomy and enterostomy malfunction;postcholecystectomy syndrome;other postprocedural disorders of digestive system, not elsewhere classified;postprocedural disorder of digestive system, unspecified"	"postprocedural disorders of digestive system, not elsewhere classified"	postprocedural disorders of digestive system
K92	"other diseases of digestive system;haematemesis;melaena;gastro-intestinal haemorrhage, unspecified;other specified diseases of digestive system;disease of digestive system, unspecified"	diseases of digestive system	diseases of digestive system
K93	"disorders of other digestive organs in diseases classified elsewhere;tuberculous disorders of intestines, peritoneum and mesenteric glands;megacolon in chagas' disease;disorders of other specified digestive organs in diseases classified elsewhere"	disorders of digestive organs in diseases classified elsewhere	disorders of digestive organs in diseases classified elsewhere
L00	staphylococcal scalded skin syndrome	staphylococcal scalded skin syndrome	staphylococcal scalded skin syndrome
L01	impetigo;impetigo [any organism] [any site];impetiginisation of other dermatoses	impetigo	impetigo
L02	"cutaneous abscess, furuncle and carbuncle;cutaneous abscess, furuncle and carbuncle of face;cutaneous abscess, furuncle and carbuncle of neck;cutaneous abscess, furuncle and carbuncle of trunk;cutaneous abscess, furuncle and carbuncle of buttock;cutaneous abscess, furuncle and carbuncle of limb;cutaneous abscess, furuncle and carbuncle of other sites;cutaneous abscess, furuncle and carbuncle, unspecified"	"cutaneous abscess, furuncle and carbuncle"	"cutaneous abscess, furuncle and carbuncle"
L03	"cellulitis;cellulitis of finger and toe;cellulitis of other parts of limb;cellulitis of face;cellulitis of trunk;cellulitis of other sites;cellulitis, unspecified"	cellulitis	cellulitis
L04	"acute lymphadenitis;acute lymphadenitis of face, head and neck;acute lymphadenitis of trunk;acute lymphadenitis of upper limb;acute lymphadenitis of lower limb;acute lymphadenitis of other sites;acute lymphadenitis, unspecified"	acute lymphadenitis	acute lymphadenitis
L05	pilonidal cyst;pilonidal cyst with abscess;pilonidal cyst without abscess	pilonidal cyst	pilonidal cyst
L08	"other local infections of skin and subcutaneous tissue;pyoderma;erythrasma;other specified local infections of skin and subcutaneous tissue;local infection of skin and subcutaneous tissue, unspecified"	local infections of skin and subcutaneous tissue	local infections of skin and subcutaneous tissue
L10	"pemphigus;pemphigus vulgaris;pemphigus vegetans;pemphigus foliaceus;brazilian pemphigus [fogo selvagem];pemphigus erythematosus;drug-induced pemphigus;other pemphigus;pemphigus, unspecified"	pemphigus	pemphigus
L11	"other acantholytic disorders;acquired keratosis follicularis;transient acantholytic dermatosis [grover];other specified acantholytic disorders;acantholytic disorder, unspecified"	acantholytic disorders	acantholytic disorders
L12	"pemphigoid;bullous pemphigoid;cicatricial pemphigoid;chronic bullous disease of childhood;acquired epidermolysis bullosa;other pemphigoid;pemphigoid, unspecified"	pemphigoid	pemphigoid
L13	"other bullous disorders;dermatitis herpetiformis;subcorneal pustular dermatitis;other specified bullous disorders;bullous disorder, unspecified"	bullous disorders	bullous disorders
L14	bullous disorders in diseases classified elsewhere	bullous disorders in diseases classified elsewhere	bullous disorders in diseases classified elsewhere
L20	"atopic dermatitis;besnier's prurigo;other atopic dermatitis;atopic dermatitis, unspecified"	atopic dermatitis	atopic dermatitis
L21	"seborrhoeic dermatitis;seborrhoea capitis;seborrhoeic infantile dermatitis;other seborrhoeic dermatitis;seborrhoeic dermatitis, unspecified"	seborrhoeic dermatitis	seborrhoeic dermatitis
L22	diaper [napkin] dermatitis	diaper [napkin] dermatitis	diaper [napkin] dermatitis
L23	"allergic contact dermatitis;allergic contact dermatitis due to metals;allergic contact dermatitis due to adhesives;allergic contact dermatitis due to cosmetics;allergic contact dermatitis due to drugs in contact with the skin;allergic contact dermatitis due to dyes;allergic contact dermatitis due to other chemical products;allergic contact dermatitis due to food in contact with the skin;allergic contact dermatitis due to plants, except food;allergic contact dermatitis due to other agents;allergic contact dermatitis, unspecified cause"	allergic contact dermatitis	allergic contact dermatitis
L24	"irritant contact dermatitis;irritant contact dermatitis due to detergents;irritant contact dermatitis due to oils and greases;irritant contact dermatitis due to solvents;irritant contact dermatitis due to cosmetics;irritant contact dermatitis due to drugs in contact with the skin;irritant contact dermatitis due to other chemical products;irritant contact dermatitis due to food in contact with the skin;irritant contact dermatitis due to plants, except food;irritant contact dermatitis due to other agents;irritant contact dermatitis, unspecified cause"	irritant contact dermatitis	irritant contact dermatitis
L25	"unspecified contact dermatitis;unspecified contact dermatitis due to cosmetics;unspecified contact dermatitis due to drugs in contact with the skin;unspecified contact dermatitis due to dyes;unspecified contact dermatitis due to other chemical products;unspecified contact dermatitis due to food in contact with the skin;unspecified contact dermatitis due to plants, except food;unspecified contact dermatitis due to other agents;unspecified contact dermatitis, unspecified cause"	unspecified contact dermatitis	contact dermatitis
L26	exfoliative dermatitis	exfoliative dermatitis	exfoliative dermatitis
L27	dermatitis due to substances taken internally;generalised skin eruption due to drugs and medicaments;localised skin eruption due to drugs and medicaments;dermatitis due to ingested food;dermatitis due to other substances taken internally;dermatitis due to unspecified substance taken internally	dermatitis due to substances taken internally	dermatitis due to substances taken internally
L28	lichen simplex chronicus and prurigo;lichen simplex chronicus;prurigo nodularis;other prurigo	lichen simplex chronicus and prurigo	lichen simplex chronicus and prurigo
L29	"pruritus;pruritus ani;pruritus scroti;pruritus vulvae;anogenital pruritus, unspecified;other pruritus;pruritus, unspecified"	pruritus	pruritus
L30	"other dermatitis;nummular dermatitis;dyshidrosis [pompholyx];cutaneous autosensitisation;infective dermatitis;erythema intertrigo;pityriasis alba;other specified dermatitis;dermatitis, unspecified"	dermatitis	dermatitis
L40	"psoriasis;psoriasis vulgaris;generalised pustular psoriasis;acrodermatitis continua;pustulosis palmaris et plantaris;guttate psoriasis;arthropathic psoriasis;other psoriasis;psoriasis, unspecified"	psoriasis	psoriasis
L41	"parapsoriasis;pityriasis lichenoides et varioliformis acuta;pityriasis lichenoides chronica;lymphomatoid papulosis;small plaque parapsoriasis;large plaque parapsoriasis;retiform parapsoriasis;other parapsoriasis;parapsoriasis, unspecified"	parapsoriasis	parapsoriasis
L42	pityriasis rosea	pityriasis rosea	pityriasis rosea
L43	"lichen planus;hypertrophic lichen planus;bullous lichen planus;lichenoid drug reaction;subacute (active) lichen planus;other lichen planus;lichen planus, unspecified"	lichen planus	lichen planus
L44	"other papulosquamous disorders;pityriasis rubra pilaris;lichen nitidus;lichen striatus;lichen ruber moniliformis;infantile papular acrodermatitis [giannotti-crosti];other specified papulosquamous disorders;papulosquamous disorder, unspecified"	papulosquamous disorders	papulosquamous disorders
L45	papulosquamous disorders in diseases classified elsewhere	papulosquamous disorders in diseases classified elsewhere	papulosquamous disorders in diseases classified elsewhere
L50	"urticaria;allergic urticaria;idiopathic urticaria;urticaria due to cold and heat;dermatographic urticaria;vibratory urticaria;cholinergic urticaria;contact urticaria;other urticaria;urticaria, unspecified"	urticaria	urticaria
L51	"erythema multiforme;nonbullous erythema multiforme;bullous erythema multiforme;toxic epidermal necrolysis [lyell];other erythema multiforme;erythema multiforme, unspecified"	erythema multiforme	erythema multiforme
L52	erythema nodosum	erythema nodosum	erythema nodosum
L53	"other erythematous conditions;toxic erythema;erythema annulare centrifugum;erythema marginatum;other chronic figurate erythema;other specified erythematous conditions;erythematous condition, unspecified"	erythematous conditions	erythematous conditions
L54	erythema in diseases classified elsewhere;erythema marginatum in acute rheumatic fever;erythema in other diseases classified elsewhere	erythema in diseases classified elsewhere	erythema in diseases classified elsewhere
L55	"sunburn;sunburn of first degree;sunburn of second degree;sunburn of third degree;other sunburn;sunburn, unspecified"	sunburn	sunburn
L56	"other acute skin changes due to ultraviolet radiation;drug phototoxic response;drug photoallergic response;photocontact dermatitis [berloque dermatitis];solar urticaria;polymorphous light eruption;other specified acute skin changes due to ultraviolet radiation;acute skin change due to ultraviolet radiation, unspecified"	acute skin changes due to ultraviolet radiation	acute skin changes due to ultraviolet radiation
L57	"skin changes due to chronic exposure to nonionising radiation;actinic keratosis;actinic reticuloid;cutis rhomboidalis nuchae;poikiloderma of civatte;cutis laxa senilis;actinic granuloma;other skin changes due to chronic exposure to nonionising radiation;skin changes due to chronic exposure to nonionising radiation, unspecified"	skin changes due to chronic exposure to nonionising radiation	skin changes due to chronic exposure to nonionising radiation
L58	"radiodermatitis;acute radiodermatitis;chronic radiodermatitis;radiodermatitis, unspecified"	radiodermatitis	radiodermatitis
L59	"other disorders of skin and subcutaneous tissue related to radiation;erythema ab igne [dermatitis ab igne];other specified disorders of skin and subcutaneous tissue related to radiation;disorder of skin and subcutaneous tissue related to radiation, unspecified"	disorders of skin and subcutaneous tissue related to radiation	disorders of skin and subcutaneous tissue related to radiation
L60	"nail disorders;ingrowing nail;onycholysis;onychogryphosis;nail dystrophy;beau's lines;yellow nail syndrome;other nail disorders;nail disorder, unspecified"	nail disorders	nail disorders
L62	nail disorders in diseases classified elsewhere;clubbed nail pachydermoperiostosis;nail disorders in other diseases classified elsewhere	nail disorders in diseases classified elsewhere	nail disorders in diseases classified elsewhere
L63	"alopecia areata;alopecia (capitis) totalis;alopecia universalis;ophiasis;other alopecia areata;alopecia areata, unspecified"	alopecia areata	alopecia areata
L64	"androgenic alopecia;drug-induced androgenic alopecia;other androgenic alopecia;androgenic alopecia, unspecified"	androgenic alopecia	androgenic alopecia
L65	"other nonscarring hair loss;telogen effluvium;anagen effluvium;alopecia mucinosa;other specified nonscarring hair loss;nonscarring hair loss, unspecified"	nonscarring hair loss	nonscarring hair loss
L66	"cicatricial alopecia [scarring hair loss];pseudopelade;lichen planopilaris;folliculitis decalvans;perifolliculitis capitis abscedens;folliculitis ulerythematosa reticulata;other cicatricial alopecia;cicatricial alopecia, unspecified"	cicatricial alopecia [scarring hair loss]	cicatricial alopecia [scarring hair loss]
L67	"hair colour and hair shaft abnormalities;trichorrhexis nodosa;variations in hair colour;other hair colour and hair shaft abnormalities;hair colour and hair shaft abnormality, unspecified"	hair colour and hair shaft abnormalities	hair colour and hair shaft abnormalities
L68	"hypertrichosis;hirsutism;acquired hypertrichosis lanuginosa;localised hypertrichosis;polytrichia;other hypertrichosis;hypertrichosis, unspecified"	hypertrichosis	hypertrichosis
L70	"acne;acne vulgaris;acne conglobata;acne varioliformis;acne tropica;infantile acne;acne excoriee des jeunes filles;other acne;acne, unspecified"	acne	acne
L71	"rosacea;perioral dermatitis;rhinophyma;other rosacea;rosacea, unspecified"	rosacea	rosacea
L72	"follicular cysts of skin and subcutaneous tissue;epidermal cyst;trichilemmal cyst;steatocystoma multiplex;other follicular cysts of skin and subcutaneous tissue;follicular cyst of skin and subcutaneous tissue, unspecified"	follicular cysts of skin and subcutaneous tissue	follicular cysts of skin and subcutaneous tissue
L73	"other follicular disorders;acne keloid;pseudofolliculitis barbae;hidradenitis suppurativa;other specified follicular disorders;follicular disorder, unspecified"	follicular disorders	follicular disorders
L74	"eccrine sweat disorders;miliaria rubra;miliaria crystallina;miliaria profunda;miliaria, unspecified;anhidrosis;other eccrine sweat disorders;eccrine sweat disorder, unspecified"	eccrine sweat disorders	eccrine sweat disorders
L75	"apocrine sweat disorders;bromhidrosis;chromhidrosis;apocrine miliaria;other apocrine sweat disorders;apocrine sweat disorder, unspecified"	apocrine sweat disorders	apocrine sweat disorders
L80	vitiligo	vitiligo	vitiligo
L81	"other disorders of pigmentation;postinflammatory hyperpigmentation;chloasma;freckles;cafe au lait spots;other melanin hyperpigmentation;leukoderma, not elsewhere classified;other disorders of diminished melanin formation;pigmented purpuric dermatosis;other specified disorders of pigmentation;disorder of pigmentation, unspecified"	disorders of pigmentation	disorders of pigmentation
L82	seborrhoeic keratosis	seborrhoeic keratosis	seborrhoeic keratosis
L83	acanthosis nigricans	acanthosis nigricans	acanthosis nigricans
L84	corns and callosities	corns and callosities	corns and callosities
L85	"other epidermal thickening;acquired ichthyosis;acquired keratosis [keratoderma] palmaris et plantaris;keratosis punctata (palmaris et plantaris);xerosis cutis;other specified epidermal thickening;epidermal thickening, unspecified"	epidermal thickening	epidermal thickening
L86	keratoderma in diseases classified elsewhere	keratoderma in diseases classified elsewhere	keratoderma in diseases classified elsewhere
L87	"transepidermal elimination disorders;keratosis follicularis et parafollicularis in cutem penetrans [kyrle];reactive perforating collagenosis;elastosis perforans serpiginosa;other transepidermal elimination disorders;transepidermal elimination disorder, unspecified"	transepidermal elimination disorders	transepidermal elimination disorders
L88	pyoderma gangrenosum	pyoderma gangrenosum	pyoderma gangrenosum
L89	"decubitus ulcer;stage i decubitus ulcer and pressure area;stage ii decubitus ulcer;stage iii decubitus ulcer;stage iv decubitus ulcer;decubitus ulcer and pressure area, unspecified"	decubitus ulcer	decubitus ulcer
L90	"atrophic disorders of skin;lichen sclerosus et atrophicus;anetoderma of schweninger-buzzi;anetoderma of jadassohn-pellizzari;atrophoderma of pasini and pierini;acrodermatitis chronica atrophicans;scar conditions and fibrosis of skin;striae atrophicae;other atrophic disorders of skin;atrophic disorder of skin, unspecified"	atrophic disorders of skin	atrophic disorders of skin
L91	"hypertrophic disorders of skin;keloid scar;other hypertrophic disorders of skin;hypertrophic disorder of skin, unspecified"	hypertrophic disorders of skin	hypertrophic disorders of skin
L92	"granulomatous disorders of skin and subcutaneous tissue;granuloma annulare;necrobiosis lipoidica, not elsewhere classified;granuloma faciale [eosinophilic granuloma of skin];foreign body granuloma of skin and subcutaneous tissue;other granulomatous disorders of skin and subcutaneous tissue;granulomatous disorder of skin and subcutaneous tissue, unspecified"	granulomatous disorders of skin and subcutaneous tissue	granulomatous disorders of skin and subcutaneous tissue
L93	lupus erythematosus;discoid lupus erythematosus;subacute cutaneous lupus erythematosus;other local lupus erythematosus	lupus erythematosus	lupus erythematosus
L94	"other localised connective tissue disorders;localised scleroderma [morphea];linear scleroderma;calcinosis cutis;sclerodactyly;gottron's papules;poikiloderma vasculare atrophicans;ainhum;other specified localised connective tissue disorders;localised connective tissue disorder, unspecified"	localised connective tissue disorders	localised connective tissue disorders
L95	"vasculitis limited to skin, not elsewhere classified;livedoid vasculitis;erythema elevatum diutinum;other vasculitis limited to skin;vasculitis limited to skin, unspecified"	"vasculitis limited to skin, not elsewhere classified"	vasculitis limited to skin
L97	"ulcer of lower limb, not elsewhere classified"	"ulcer of lower limb, not elsewhere classified"	ulcer of lower limb
L98	"other disorders of skin and subcutaneous tissue, not elsewhere classified;pyogenic granuloma;factitial dermatitis;febrile neutrophilic dermatosis [sweet];eosinophilic cellulitis [wells];chronic ulcer of skin, not elsewhere classified;mucinosis of skin;other infiltrative disorders of skin and subcutaneous tissue;excessive and redundant skin and subcutaneous tissue;other specified disorders of skin and subcutaneous tissue;disorder of skin and subcutaneous tissue, unspecified"	"disorders of skin and subcutaneous tissue, not elsewhere classified"	disorders of skin and subcutaneous tissue
L99	other disorders of skin and subcutaneous tissue in diseases classified elsewhere;amyloidosis of skin;other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere	disorders of skin and subcutaneous tissue in diseases classified elsewhere	disorders of skin and subcutaneous tissue in diseases classified elsewhere
M00	"pyogenic arthritis;staphylococcal arthritis and polyarthritis;pneumococcal arthritis and polyarthritis;other streptococcal arthritis and polyarthritis;arthritis and polyarthritis due to other specified bacterial agents;pyogenic arthritis, unspecified"	pyogenic arthritis	pyogenic arthritis
M01	direct infections of joint in infectious and parasitic diseases classified elsewhere;meningococcal arthritis;tuberculous arthritis;arthritis in lyme disease;arthritis in other bacterial diseases classified elsewhere;rubella arthritis;arthritis in other viral diseases classified elsewhere;arthritis in mycoses;arthritis in other infectious and parasitic diseases classified elsewhere	direct infections of joint in infectious and parasitic diseases classified elsewhere	direct infections of joint in infectious and parasitic diseases classified elsewhere
M02	"reactive arthropathies;arthropathy following intestinal bypass;postdysenteric arthropathy;postimmunisation arthropathy;reiter's disease;other reactive arthropathies;reactive arthopathy, unspecified"	reactive arthropathies	reactive arthropathies
M03	postinfective and reactive arthropathies in diseases classified elsewhere;postmeningococcal arthritis;postinfective arthropathy in syphilis;other postinfectious arthropathies in diseases classified elsewhere;reactive arthropathy in other diseases classified elsewhere	postinfective and reactive arthropathies in diseases classified elsewhere	postinfective and reactive arthropathies in diseases classified elsewhere
M05	"seropositive rheumatoid arthritis;felty's syndrome;rheumatoid lung disease;rheumatoid vasculitis;rheumatoid arthritis with involvement of other organs and systems;other seropositive rheumatoid arthritis;seropositive rheumatoid arthritis, unspecified"	seropositive rheumatoid arthritis	seropositive rheumatoid arthritis
M06	"other rheumatoid arthritis;seronegative rheumatoid arthritis;adult-onset still's disease;rheumatoid bursitis;rheumatoid nodule;inflammatory polyarthropathy;other specified rheumatoid arthritis;rheumatoid arthritis, unspecified"	rheumatoid arthritis	rheumatoid arthritis
M07	psoriatic and enteropathic arthropathies;distal interphalangeal psoriatic arthropathy;arthritis mutilans;psoriatic spondylitis;other psoriatic arthropathies;arthropathy in crohn's disease [regional enteritis];arthropathy in ulcerative colitis;other enteropathic arthropathies	psoriatic and enteropathic arthropathies	psoriatic and enteropathic arthropathies
M08	"juvenile arthritis;juvenile rheumatoid arthritis;juvenile ankylosing spondylitis;juvenile arthritis with systemic onset;juvenile polyarthritis (seronegative);pauciarticular juvenile arthritis;other juvenile arthritis;juvenile arthritis, unspecified"	juvenile arthritis	juvenile arthritis
M09	juvenile arthritis in diseases classified elsewhere;juvenile arthritis in psoriasis;juvenile arthritis in crohn's disease [regional enteritis];juvenile arthritis in ulcerative colitis;juvenile arthritis in other diseases classified elsewhere	juvenile arthritis in diseases classified elsewhere	juvenile arthritis in diseases classified elsewhere
M10	"gout;idiopathic gout;lead-induced gout;drug-induced gout;gout due to impairment of renal function;other secondary gout;gout, unspecified"	gout	gout
M11	"other crystal arthropathies;hydroxyapatite deposition disease;familial chondrocalcinosis;other chondrocalcinosis;other specified crystal arthropathies;crystal arthropathy, unspecified"	crystal arthropathies	crystal arthropathies
M12	"other specific arthropathies;chronic postrheumatic arthropathy [jaccoud];kaschin-beck disease;villonodular synovitis (pigmented);palindromic rheumatism;intermittent hydrarthrosis;traumatic arthropathy;other specific arthropathies, not elsewhere classified"	specific arthropathies	specific arthropathies
M13	"other arthritis;polyarthritis, unspecified;monoarthritis, not elsewhere classified;other specified arthritis;arthritis, unspecified"	arthritis	arthritis
M14	"arthropathies in other diseases classified elsewhere;gouty arthropathy due to enzyme defects and other inherited disorders;crystal arthropathy in other metabolic disorders;diabetic arthropathy;lipoid dermatoarthritis;arthropathy in amyloidosis;arthropathies in other endocrine, nutritional and metabolic disorders;neuropathic arthropathy;arthropathies in other specified diseases classified elsewhere"	arthropathies in diseases classified elsewhere	arthropathies in diseases classified elsewhere
M15	"polyarthrosis;primary generalised (osteo)arthrosis;heberden's nodes (with arthropathy);bouchard's nodes (with arthropathy);secondary multiple arthrosis;erosive (osteo)arthrosis;other polyarthrosis;polyarthrosis, unspecified"	polyarthrosis	polyarthrosis
M16	"coxarthrosis [arthrosis of hip];primary coxarthrosis, bilateral;other primary coxarthrosis;coxarthrosis resulting from dysplasia, bilateral;other dysplastic coxarthrosis;posttraumatic coxarthrosis, bilateral;other posttraumatic coxarthrosis;other secondary coxarthrosis, bilateral;other secondary coxarthrosis;coxarthrosis, unspecified"	coxarthrosis [arthrosis of hip]	coxarthrosis [arthrosis of hip]
M17	"gonarthrosis [arthrosis of knee];primary gonarthrosis, bilateral;other primary gonarthrosis;posttraumatic gonarthrosis, bilateral;other posttraumatic gonarthrosis;other secondary gonarthrosis, bilateral;other secondary gonarthrosis;gonarthrosis, unspecified"	gonarthrosis [arthrosis of knee]	gonarthrosis [arthrosis of knee]
M18	"arthrosis of first carpometacarpal joint;primary arthrosis of first carpometacarpal joints, bilateral;other primary arthrosis of first carpometacarpal joint;posttraumatic arthrosis of first carpometacarpal joints, bilateral;other posttraumatic arthrosis of first carpometacarpal joint;other secondary arthrosis of first carpometacarpal joints, bilateral;other secondary arthrosis of first carpometacarpal joint;arthrosis of first carpometacarpal joint, unspecified"	arthrosis of first carpometacarpal joint	arthrosis of first carpometacarpal joint
M19	"other arthrosis;primary arthrosis of other joints;posttraumatic arthrosis of other joints;other secondary arthrosis;other specified arthrosis;arthrosis, unspecified"	arthrosis	arthrosis
M20	"acquired deformities of fingers and toes;deformity of finger(s);hallux valgus (acquired);hallux rigidus;other deformity of hallux (acquired);other hammer toe(s) (acquired);other deformities of toe(s) (acquired);acquired deformity of toe(s), unspecified"	acquired deformities of fingers and toes	acquired deformities of fingers and toes
M21	"other acquired deformities of limbs;valgus deformity, not elsewhere classified;varus deformity, not elsewhere classified;flexion deformity;wrist or foot drop (acquired);flat foot [pes planus] (acquired);acquired clawhand, clubhand, clawfoot and clubfoot;other acquired deformities of ankle and foot;unequal limb length (acquired);other specified acquired deformities of limbs;acquired deformity of limb, unspecified"	acquired deformities of limbs	acquired deformities of limbs
M22	"disorders of patella;recurrent dislocation of patella;recurrent subluxation of patella;patellofemoral disorders;other derangements of patella;chondromalacia patellae;other disorders of patella;disorder of patella, unspecified"	disorders of patella	disorders of patella
M23	"internal derangement of knee;cystic meniscus;discoid meniscus (congenital);derangement of meniscus due to old tear or injury;other meniscus derangements;loose body in knee;chronic instability of knee;other spontaneous disruption of ligament(s) of knee;other internal derangements of knee;internal derangement of knee, unspecified"	internal derangement of knee	internal derangement of knee
M24	"other specific joint derangements;loose body in joint;other articular cartilage disorders;disorder of ligament;pathological dislocation and subluxation of joint, not elsewhere classified;recurrent dislocation and subluxation of joint;contracture of joint;ankylosis of joint;protrusio acetabuli;other specific joint derangements, not elsewhere classified;joint derangement, unspecified"	specific joint derangements	specific joint derangements
M25	"other joint disorders, not elsewhere classified;haemarthrosis;fistula of joint;flail joint;other instability of joint;effusion of joint;pain in joint;stiffness of joint, not elsewhere classified;osteophyte;other specified joint disorders;joint disorder, unspecified"	"joint disorders, not elsewhere classified"	joint disorders
M30	polyarteritis nodosa and related conditions;polyarteritis nodosa;polyarteritis with lung involvement [churg-strauss];juvenile polyarteritis;mucocutaneous lymph node syndrome [kawasaki];other conditions related to polyarteritis nodosa	polyarteritis nodosa and related conditions	polyarteritis nodosa and related conditions
