"Trajectory","Disease.list","Drug","X","ICD_each","Disease.Name","result_pubmed_count"
"434","['B37', 'C34', 'C38']","Haloperidol",NA,"B37","Candidiasis",4
"434","['B37', 'C34', 'C38']","Haloperidol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Haloperidol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Nortriptyline",NA,"B37","Candidiasis",2
"434","['B37', 'C34', 'C38']","Nortriptyline",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Nortriptyline",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Clonidine",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Clonidine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Clonidine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Imatinib",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Imatinib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Imatinib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Estrone",NA,"B37","Candidiasis",3
"434","['B37', 'C34', 'C38']","Estrone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Estrone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Tamoxifen",NA,"B37","Candidiasis",6
"434","['B37', 'C34', 'C38']","Tamoxifen",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Tamoxifen",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Etoposide",NA,"B37","Candidiasis",28
"434","['B37', 'C34', 'C38']","Etoposide",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Etoposide",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ethanol",NA,"B37","Candidiasis",131
"434","['B37', 'C34', 'C38']","Ethanol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ethanol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Propafenone",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Propafenone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Propafenone",NA,"C38","mediastinal cancer",1
"434","['B37', 'C34', 'C38']","Asenapine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Asenapine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Asenapine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Pazopanib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Pazopanib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Pazopanib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ulipristal",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Ulipristal",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ulipristal",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Prothrombin",NA,"B37","Candidiasis",11
"434","['B37', 'C34', 'C38']","Prothrombin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Prothrombin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Thrombin alfa",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Thrombin alfa",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Thrombin alfa",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Midodrine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Midodrine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Midodrine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Doxazosin",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Doxazosin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Doxazosin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Trimipramine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Trimipramine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Trimipramine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Quetiapine",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Quetiapine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Quetiapine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Paliperidone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Paliperidone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Paliperidone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Oxprenolol",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Oxprenolol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Oxprenolol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Dronedarone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Dronedarone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Dronedarone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Iloperidone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Iloperidone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Iloperidone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Tapentadol",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Tapentadol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Tapentadol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Temsirolimus",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Temsirolimus",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Temsirolimus",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Cobicistat",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Cobicistat",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Cobicistat",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ripretinib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Ripretinib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ripretinib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Desogestrel",NA,"B37","Candidiasis",5
"434","['B37', 'C34', 'C38']","Desogestrel",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Desogestrel",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Voriconazole",NA,"B37","Candidiasis",1137
"434","['B37', 'C34', 'C38']","Voriconazole",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Voriconazole",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Metronidazole",NA,"B37","Candidiasis",249
"434","['B37', 'C34', 'C38']","Metronidazole",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Metronidazole",NA,"C38","mediastinal cancer",1
"434","['B37', 'C34', 'C38']","Zopiclone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Zopiclone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Zopiclone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Lacosamide",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Lacosamide",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Lacosamide",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Parecoxib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Parecoxib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Parecoxib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Regorafenib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Regorafenib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Regorafenib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Testosterone cypionate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Testosterone cypionate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Testosterone cypionate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Testosterone enanthate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Testosterone enanthate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Testosterone enanthate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Mitotane",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Mitotane",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Mitotane",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Rivaroxaban",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Rivaroxaban",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Rivaroxaban",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Protamine sulfate",NA,"B37","Candidiasis",2
"434","['B37', 'C34', 'C38']","Protamine sulfate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Protamine sulfate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ziprasidone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Ziprasidone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ziprasidone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Cabergoline",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Cabergoline",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Cabergoline",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Prazosin",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Prazosin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Prazosin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Fluticasone propionate",NA,"B37","Candidiasis",65
"434","['B37', 'C34', 'C38']","Fluticasone propionate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Fluticasone propionate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Bisoprolol",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Bisoprolol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Bisoprolol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ergotamine",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Ergotamine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ergotamine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Terazosin",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Terazosin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Terazosin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Indacaterol",NA,"B37","Candidiasis",2
"434","['B37', 'C34', 'C38']","Indacaterol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Indacaterol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Silodosin",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Silodosin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Silodosin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Bosutinib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Bosutinib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Bosutinib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Fluticasone furoate",NA,"B37","Candidiasis",8
"434","['B37', 'C34', 'C38']","Fluticasone furoate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Fluticasone furoate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Idelalisib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Idelalisib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Idelalisib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Olaparib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Olaparib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Olaparib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Nintedanib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Nintedanib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Nintedanib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Elbasvir",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Elbasvir",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Elbasvir",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Troleandomycin",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Troleandomycin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Troleandomycin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Desmopressin",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Desmopressin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Desmopressin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Oxaprozin",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Oxaprozin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Oxaprozin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Drospirenone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Drospirenone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Drospirenone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Salsalate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Salsalate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Salsalate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Choline magnesium trisalicylate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Choline magnesium trisalicylate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Choline magnesium trisalicylate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Antrafenine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Antrafenine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Antrafenine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Tiaprofenic acid",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Tiaprofenic acid",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Tiaprofenic acid",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Phenyl salicylate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Phenyl salicylate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Phenyl salicylate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Trolamine salicylate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Trolamine salicylate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Trolamine salicylate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Menthyl salicylate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Menthyl salicylate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Menthyl salicylate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Glycol salicylate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Glycol salicylate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Glycol salicylate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Amcinonide",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Amcinonide",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Amcinonide",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Hydrocortamate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Hydrocortamate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Hydrocortamate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ethynodiol diacetate",NA,"B37","Candidiasis",4
"434","['B37', 'C34', 'C38']","Ethynodiol diacetate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ethynodiol diacetate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Rimexolone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Rimexolone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Rimexolone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Salmeterol",NA,"B37","Candidiasis",27
"434","['B37', 'C34', 'C38']","Salmeterol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Salmeterol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Finasteride",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Finasteride",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Finasteride",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Rufinamide",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Rufinamide",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Rufinamide",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Methyltestosterone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Methyltestosterone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Methyltestosterone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Difluprednate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Difluprednate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Difluprednate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Trametinib",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Trametinib",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Trametinib",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Vilanterol",NA,"B37","Candidiasis",5
"434","['B37', 'C34', 'C38']","Vilanterol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Vilanterol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Elvitegravir",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Elvitegravir",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Elvitegravir",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Dienogest",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Dienogest",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Dienogest",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Norethynodrel",NA,"B37","Candidiasis",4
"434","['B37', 'C34', 'C38']","Norethynodrel",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Norethynodrel",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Norgestrel",NA,"B37","Candidiasis",5
"434","['B37', 'C34', 'C38']","Norgestrel",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Norgestrel",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Clobetasone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Clobetasone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Clobetasone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Fosnetupitant",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Fosnetupitant",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Fosnetupitant",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Methylprednisolone hemisuccinate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Methylprednisolone hemisuccinate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Methylprednisolone hemisuccinate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Carisoprodol",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Carisoprodol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Carisoprodol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Methylphenobarbital",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Methylphenobarbital",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Methylphenobarbital",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Tirofiban",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Tirofiban",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Tirofiban",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Dipivefrin",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Dipivefrin",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Dipivefrin",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Terbutaline",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Terbutaline",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Terbutaline",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Abatacept",NA,"B37","Candidiasis",3
"434","['B37', 'C34', 'C38']","Abatacept",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Abatacept",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Dobutamine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Dobutamine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Dobutamine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Norepinephrine",NA,"B37","Candidiasis",6
"434","['B37', 'C34', 'C38']","Norepinephrine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Norepinephrine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Phenoxybenzamine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Phenoxybenzamine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Phenoxybenzamine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Isoetharine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Isoetharine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Isoetharine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Loxapine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Loxapine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Loxapine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Arbutamine",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Arbutamine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Arbutamine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Pirbuterol",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Pirbuterol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Pirbuterol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Racepinephrine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Racepinephrine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Racepinephrine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","DL-Methylephedrine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","DL-Methylephedrine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","DL-Methylephedrine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Quinidine barbiturate",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Quinidine barbiturate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Quinidine barbiturate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Ingenol mebutate",NA,"B37","Candidiasis",1
"434","['B37', 'C34', 'C38']","Ingenol mebutate",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Ingenol mebutate",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Brimonidine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Brimonidine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Brimonidine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Acetophenazine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Acetophenazine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Acetophenazine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Pizotifen",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Pizotifen",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Pizotifen",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Nalbuphine",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Nalbuphine",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Nalbuphine",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Levorphanol",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Levorphanol",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Levorphanol",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Remifentanil",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Remifentanil",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Remifentanil",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Methylnaltrexone",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Methylnaltrexone",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Methylnaltrexone",NA,"C38","mediastinal cancer",0
"434","['B37', 'C34', 'C38']","Dapiprazole",NA,"B37","Candidiasis",0
"434","['B37', 'C34', 'C38']","Dapiprazole",NA,"C34","main bronchus cancer",0
"434","['B37', 'C34', 'C38']","Dapiprazole",NA,"C38","mediastinal cancer",0
